season,week,celebrity_name,judge_share,is_eliminated,estimated_fan_share,implied_total_score,optimization_success,loss_value
4,1,Leeza Gibbons,0.0728155339805825,0,0.08201983105235695,0.15483536503293946,True,-0.11969011208830732
4,1,Paulina Porizkova,0.0922330097087378,0,0.09150999173394059,0.18374300144267838,True,-0.11969011208830732
4,1,Shandi Finnessey,0.0922330097087378,0,0.09150999173394059,0.18374300144267838,True,-0.11969011208830732
4,2,Apolo Anton Ohno,0.1061224489795918,0,0.09777128905437296,0.20389373803396477,True,-0.11892500631152353
4,2,Billy Ray Cyrus,0.0857142857142857,0,0.0850023878133315,0.1707166735276172,True,-0.11892500631152353
4,2,Clyde Drexler,0.073469387755102,0,0.09277189022550975,0.16624127798061175,True,-0.11892500631152353
4,2,Heather Mills,0.0979591836734693,0,0.09277135918441984,0.19073054285788915,True,-0.11892500631152353
4,2,Ian Ziering,0.0897959183673469,0,0.09215129940739611,0.18194721777474301,True,-0.11892500631152353
4,2,Joey Fatone,0.0979591836734693,0,0.09718465498669934,0.19514383866016866,True,-0.11892500631152353
4,2,John Ratzenberger,0.0857142857142857,0,0.08785004887070255,0.17356433458498827,True,-0.11892500631152353
4,2,Laila Ali,0.110204081632653,0,0.10066228662984197,0.21086636826249497,True,-0.11892500631152353
4,2,Leeza Gibbons,0.0857142857142857,0,0.0864221458538666,0.17213643156815228,True,-0.11892500631152353
4,2,Paulina Porizkova,0.0857142857142857,1,0.07952699226632606,0.16524127798061178,True,-0.11892500631152353
4,2,Shandi Finnessey,0.0816326530612244,0,0.08788564570753331,0.1695182987687577,True,-0.11892500631152353
4,3,Apolo Anton Ohno,0.1055045871559633,0,0.1034123258926909,0.2089169130486542,True,-0.11318831620701927
4,3,Billy Ray Cyrus,0.0963302752293578,0,0.09663254090444838,0.19296281613380617,True,-0.11318831620701927
4,3,Clyde Drexler,0.073394495412844,0,0.10654729842363445,0.17994179383647846,True,-0.11318831620701927
4,3,Heather Mills,0.110091743119266,0,0.10369453372834284,0.21378627684760884,True,-0.11318831620701927
4,3,Ian Ziering,0.110091743119266,0,0.10350649580520027,0.21359823892446628,True,-0.11318831620701927
4,3,Joey Fatone,0.110091743119266,0,0.1049645329526473,0.2150562760719133,True,-0.11318831620701927
4,3,John Ratzenberger,0.091743119266055,0,0.09555967576916653,0.18730279503522151,True,-0.11318831620701927
4,3,Laila Ali,0.0963302752293578,0,0.1014191366497984,0.1977494118791562,True,-0.11318831620701927
4,3,Leeza Gibbons,0.110091743119266,0,0.10165194126695025,0.21174368438621627,True,-0.11318831620701927
4,3,Shandi Finnessey,0.0963302752293578,1,0.08261151860712068,0.17894179383647849,True,-0.11318831620701927
4,4,Apolo Anton Ohno,0.1368421052631579,0,0.12037876712081202,0.25722087238396996,True,-0.10877230347530699
4,4,Billy Ray Cyrus,0.1105263157894736,0,0.10909797404322555,0.21962428983269916,True,-0.10877230347530699
4,4,Clyde Drexler,0.0789473684210526,0,0.10490597617893986,0.18385334459999247,True,-0.10877230347530699
4,4,Heather Mills,0.1210526315789473,0,0.11507645172268087,0.23612908330162818,True,-0.10877230347530699
4,4,Ian Ziering,0.1263157894736842,0,0.11680950253519977,0.24312529200888394,True,-0.10877230347530699
4,4,Joey Fatone,0.1473684210526315,0,0.12452061306588043,0.27188903411851195,True,-0.10877230347530699
4,4,John Ratzenberger,0.0842105263157894,0,0.09984964515247387,0.18406017146826326,True,-0.10877230347530699
4,4,Laila Ali,0.1105263157894736,0,0.11071825189658438,0.221244567686058,True,-0.10877230347530699
4,4,Leeza Gibbons,0.0842105263157894,1,0.09864281828420306,0.18285334459999247,True,-0.10877230347530699
4,5,Apolo Anton Ohno,0.1704545454545454,0,0.14313167553441875,0.31358622098896416,True,-0.10287887322315684
4,5,Billy Ray Cyrus,0.096590909090909,0,0.11411346045893532,0.21070436954984434,True,-0.10287887322315684
4,5,Clyde Drexler,0.0738636363636363,1,0.10502956634208985,0.17889320270572615,True,-0.10287887322315684
4,5,Heather Mills,0.1193181818181818,0,0.12386701012385766,0.24318519194203947,True,-0.10287887322315684
4,5,Ian Ziering,0.1363636363636363,0,0.13025814604772926,0.2666217824113656,True,-0.10287887322315684
4,5,Joey Fatone,0.1420454545454545,0,0.13487537106758515,0.27692082561303966,True,-0.10287887322315684
4,5,John Ratzenberger,0.1022727272727272,0,0.1128446215802372,0.2151173488529644,True,-0.10287887322315684
4,5,Laila Ali,0.1590909090909091,0,0.1358801488451468,0.2949710579360559,True,-0.10287887322315684
4,6,Apolo Anton Ohno,0.1647058823529411,0,0.15549247613218947,0.32019835848513056,True,-0.09500607239001153
4,6,Billy Ray Cyrus,0.1235294117647058,0,0.13288175612073505,0.2564111678854408,True,-0.09500607239001153
4,6,Heather Mills,0.1352941176470588,1,0.12011705023838207,0.2554111678854408,True,-0.09500607239001153
4,6,Ian Ziering,0.1411764705882353,0,0.14298661785483718,0.2841630884430725,True,-0.09500607239001153
4,6,Joey Fatone,0.1588235294117647,0,0.15073918750789964,0.3095627169196643,True,-0.09500607239001153
4,6,John Ratzenberger,0.1117647058823529,0,0.14464646200308795,0.2564111678854408,True,-0.09500607239001153
4,6,Laila Ali,0.1647058823529411,0,0.15313645014286853,0.3178423324958096,True,-0.09500607239001153
4,7,Apolo Anton Ohno,0.174757281553398,0,0.17259713825337067,0.3473544198067687,True,-0.0872930328785566
4,7,Billy Ray Cyrus,0.1229773462783171,0,0.16510776440581068,0.2880851106841278,True,-0.0872930328785566
4,7,Ian Ziering,0.174757281553398,0,0.1678934790102858,0.3426507605636838,True,-0.0872930328785566
4,7,Joey Fatone,0.1909385113268608,0,0.17602091808795936,0.3669594294148202,True,-0.0872930328785566
4,7,John Ratzenberger,0.145631067961165,1,0.14145404272296278,0.2870851106841278,True,-0.0872930328785566
4,7,Laila Ali,0.1909385113268608,0,0.17692665751961076,0.3678651688464716,True,-0.0872930328785566
4,8,Apolo Anton Ohno,0.2310756972111553,0,0.2102827406639957,0.441358437875151,True,-0.08005862267847452
4,8,Billy Ray Cyrus,0.1513944223107569,1,0.182023024666949,0.3334174469777059,True,-0.08005862267847452
4,8,Ian Ziering,0.1872509960159362,0,0.19448073664847,0.3817317326644062,True,-0.08005862267847452
4,8,Joey Fatone,0.2191235059760956,0,0.2077166424780629,0.4268401484541585,True,-0.08005862267847452
4,8,Laila Ali,0.2111553784860557,0,0.20549685554252242,0.4166522340285781,True,-0.08005862267847452
4,9,Apolo Anton Ohno,0.2489451476793249,0,0.25196386994053227,0.5009090176198572,True,-0.06920438322539281
4,9,Ian Ziering,0.2447257383966244,1,0.24446475404436546,0.4891904924409899,True,-0.06920438322539281
4,9,Joey Fatone,0.2531645569620253,0,0.2522231837469898,0.505387740709015,True,-0.06920438322539281
4,9,Laila Ali,0.2531645569620253,0,0.2513481922681125,0.5045127492301378,True,-0.06920438322539281
4,10,Apolo Anton Ohno,0.3397685007685367,0,0.3350587383107229,0.6748272390792596,True,-0.05492430698858919
4,10,Joey Fatone,0.3320460681848982,0,0.3331610628344407,0.6652071310193388,True,-0.05492430698858919
4,10,Laila Ali,0.3281854310465651,0,0.3317801988548365,0.6599656299014016,True,-0.05492430698858919
5,1,Albert Reed,0.0817120622568093,0,0.08250895074357457,0.1642210130003839,True,-0.12412578101642473
5,1,Cameron Mathison,0.0817120622568093,0,0.08250895074357457,0.1642210130003839,True,-0.12412578101642473
5,1,Floyd Mayweather Jr. ,0.0700389105058365,0,0.0768312525313483,0.1468701630371848,True,-0.12412578101642473
5,1,Helio Castroneves,0.0972762645914396,0,0.09018522793812699,0.1874614925295666,True,-0.12412578101642473
5,1,Jane Seymour,0.0933852140077821,0,0.08825593937338509,0.1816411533811672,True,-0.12412578101642473
5,1,Jennie Garth,0.0817120622568093,0,0.08250895074357459,0.1642210130003839,True,-0.12412578101642473
5,1,Josie Maran,0.0622568093385214,1,0.07309069253675772,0.1353475018752791,True,-0.12412578101642473
5,1,Marie Osmond,0.0817120622568093,0,0.0825089507435746,0.1642210130003839,True,-0.12412578101642473
5,1,Mark Cuban,0.0817120622568093,0,0.08250895074357459,0.1642210130003839,True,-0.12412578101642473
5,1,Mel B,0.0933852140077821,0,0.08825593937338509,0.1816411533811672,True,-0.12412578101642473
5,1,Sabrina Bryan,0.1011673151750972,0,0.09212078661550648,0.19328810179060368,True,-0.12412578101642473
5,1,Wayne Newton,0.0739299610894941,0,0.07871540791361752,0.1526453690031116,True,-0.12412578101642473
5,2,Albert Reed,0.088235294117647,1,0.0714880124393686,0.1597233065570156,True,-0.11743629388898855
5,2,Cameron Mathison,0.088235294117647,0,0.08939257698675392,0.17762787110440093,True,-0.11743629388898855
5,2,Floyd Mayweather Jr. ,0.088235294117647,0,0.08751386841257723,0.1757491625302242,True,-0.11743629388898855
5,2,Helio Castroneves,0.1134453781512605,0,0.10051188388268358,0.21395726203394408,True,-0.11743629388898855
5,2,Jane Seymour,0.088235294117647,0,0.09129770856390972,0.1795330026815567,True,-0.11743629388898855
5,2,Jennie Garth,0.088235294117647,0,0.08939257673215005,0.17762787084979703,True,-0.11743629388898855
5,2,Marie Osmond,0.1008403361344537,0,0.09368559052868802,0.19452592666314172,True,-0.11743629388898855
5,2,Mark Cuban,0.0756302521008403,0,0.08509305445617532,0.1607233065570156,True,-0.11743629388898855
5,2,Mel B,0.0966386554621848,0,0.09417096099927795,0.19080961646146274,True,-0.11743629388898855
5,2,Sabrina Bryan,0.1092436974789916,0,0.09975567052543376,0.20899936800442537,True,-0.11743629388898855
5,2,Wayne Newton,0.0630252100840336,0,0.09769809647298199,0.16072330655701558,True,-0.11743629388898855
5,3,Cameron Mathison,0.0962343096234309,0,0.09756181467125989,0.19379612429469079,True,-0.11463889702944606
5,3,Floyd Mayweather Jr. ,0.0878661087866108,0,0.0940744348194857,0.18194054360609652,True,-0.11463889702944606
5,3,Helio Castroneves,0.100418410041841,0,0.10265355265975058,0.20307196270159159,True,-0.11463889702944606
5,3,Jane Seymour,0.1129707112970711,0,0.10394342437225634,0.21691413566932743,True,-0.11463889702944606
5,3,Jennie Garth,0.1087866108786611,0,0.101875034599913,0.21066164547857408,True,-0.11463889702944606
5,3,Marie Osmond,0.1087866108786611,0,0.10328827244033212,0.2120748833189932,True,-0.11463889702944606
5,3,Mark Cuban,0.0836820083682008,0,0.09184481309351965,0.17552682146172044,True,-0.11463889702944606
5,3,Mel B,0.1129707112970711,0,0.10489054719967802,0.21786125849674914,True,-0.11463889702944606
5,3,Sabrina Bryan,0.1129707112970711,0,0.10673327355330853,0.21970398485037962,True,-0.11463889702944606
5,3,Wayne Newton,0.0753138075313807,1,0.09313483259049624,0.16844864012187694,True,-0.11463889702944606
5,4,Cameron Mathison,0.1153846153846153,0,0.11146287771513688,0.22684749309975216,True,-0.10966585730599186
5,4,Floyd Mayweather Jr. ,0.0982905982905982,1,0.10072010645400986,0.19901070474460808,True,-0.10966585730599186
5,4,Helio Castroneves,0.1153846153846153,0,0.11320866614657095,0.22859328153118624,True,-0.10966585730599186
5,4,Jane Seymour,0.1111111111111111,0,0.11219381137567798,0.22330492248678907,True,-0.10966585730599186
5,4,Jennie Garth,0.1153846153846153,0,0.11294161165402689,0.2283262270386422,True,-0.10966585730599186
5,4,Marie Osmond,0.1111111111111111,0,0.1119692116931711,0.2230803228042822,True,-0.10966585730599186
5,4,Mark Cuban,0.094017094017094,0,0.10599361072751408,0.20001070474460808,True,-0.10966585730599186
5,4,Mel B,0.1111111111111111,0,0.11251856305321045,0.22362967416432156,True,-0.10966585730599186
5,4,Sabrina Bryan,0.1282051282051282,0,0.11899154118068186,0.24719666938581006,True,-0.10966585730599186
5,5,Cameron Mathison,0.1306532663316583,0,0.12657694671244576,0.2572302130441041,True,-0.10371748022622358
5,5,Helio Castroneves,0.1155778894472361,0,0.12207213835713096,0.23765002780436706,True,-0.10371748022622358
5,5,Jane Seymour,0.1306532663316583,0,0.1268308760433596,0.25748414237501793,True,-0.10371748022622358
5,5,Jennie Garth,0.1256281407035175,0,0.12538314152148233,0.2510112822249998,True,-0.10371748022622358
5,5,Marie Osmond,0.1055276381909547,0,0.11825395999078206,0.22378159818173676,True,-0.10371748022622358
5,5,Mark Cuban,0.1055276381909547,1,0.1161780115669098,0.2217056497578645,True,-0.10371748022622358
5,5,Mel B,0.1457286432160804,0,0.13208695659525546,0.27781559981133586,True,-0.10371748022622358
5,5,Sabrina Bryan,0.1407035175879397,0,0.13261796921263397,0.27332148680057367,True,-0.10371748022622358
5,6,Cameron Mathison,0.1388888888888889,0,0.14165268234368975,0.2805415712325786,True,-0.09580724325883933
5,6,Helio Castroneves,0.1555555555555555,0,0.14551932226848938,0.30107487782404485,True,-0.09580724325883933
5,6,Jane Seymour,0.1222222222222222,0,0.14610028915300208,0.2683225113752243,True,-0.09580724325883933
5,6,Jennie Garth,0.15,0,0.14488604778470157,0.29488604778470157,True,-0.09580724325883933
5,6,Marie Osmond,0.1277777777777777,0,0.14054473359744651,0.2683225113752242,True,-0.09580724325883933
5,6,Mel B,0.1666666666666666,0,0.1528633023663353,0.3195299690330019,True,-0.09580724325883933
5,6,Sabrina Bryan,0.1388888888888889,1,0.12843362248633533,0.2673225113752242,True,-0.09580724325883933
5,7,Cameron Mathison,0.1634615384615384,0,0.16429793849497198,0.3277594769565104,True,-0.08952396959722804
5,7,Helio Castroneves,0.1666666666666666,0,0.1667591325349152,0.3334257992015818,True,-0.08952396959722804
5,7,Jane Seymour,0.1602564102564102,1,0.16481696808647703,0.3250733783428872,True,-0.08952396959722804
5,7,Jennie Garth,0.1698717948717948,0,0.1675946864397572,0.337466481311552,True,-0.08952396959722804
5,7,Marie Osmond,0.1666666666666666,0,0.16499164901359237,0.33165831568025894,True,-0.08952396959722804
5,7,Mel B,0.173076923076923,0,0.1715396254302863,0.3446165485072093,True,-0.08952396959722804
5,8,Cameron Mathison,0.1939163498098859,1,0.19161830420458587,0.38553465401447173,True,-0.08019157419872078
5,8,Helio Castroneves,0.2167300380228136,0,0.20524115549034855,0.42197119351316215,True,-0.08019157419872078
5,8,Jennie Garth,0.1901140684410646,0,0.19709334694786385,0.38720741538892844,True,-0.08019157419872078
5,8,Marie Osmond,0.1863117870722433,0,0.20022286694222846,0.38653465401447173,True,-0.08019157419872078
5,8,Mel B,0.2129277566539923,0,0.2058243264149733,0.4187520830689656,True,-0.08019157419872078
5,9,Helio Castroneves,0.2564102564102564,0,0.2531800114067056,0.5095902678169619,True,-0.06910185990803863
5,9,Jennie Garth,0.2478632478632478,1,0.24192618787718317,0.489789435740431,True,-0.06910185990803863
5,9,Marie Osmond,0.2393162393162393,0,0.25147319642419164,0.49078943574043093,True,-0.06910185990803863
5,9,Mel B,0.2564102564102564,0,0.2534206042919196,0.509830860702176,True,-0.06910185990803863
5,10,Helio Castroneves,0.352940954028016,0,0.3386413381291464,0.6915822921571624,True,-0.05466536923881868
5,10,Marie Osmond,0.2899168190830813,0,0.3215199453316591,0.6114367644147405,True,-0.05466536923881868
5,10,Mel B,0.3571422268889025,0,0.3398387165391946,0.6969809434280971,True,-0.05466536923881868
6,1,Adam Carolla,0.0617283950617283,0,0.07281184097488883,0.13454023603661713,True,-0.12401468637074847
6,1,Cristian de la Fuente,0.0864197530864197,0,0.08479095353530292,0.1712107066217226,True,-0.12401468637074847
6,1,Jason Taylor,0.0905349794238683,0,0.08681863583856653,0.17735361526243482,True,-0.12401468637074847
6,1,Kristi Yamaguchi,0.1111111111111111,0,0.09706432761288986,0.20817543872400096,True,-0.12401468637074847
6,1,Mario,0.0987654320987654,0,0.09089654354252935,0.18966197564129475,True,-0.12401468637074847
6,1,Marissa Jaret Winokur,0.074074074074074,0,0.07875818416236338,0.15283225823643737,True,-0.12401468637074847
6,1,Marlee Matlin,0.0905349794238683,0,0.08681863583856653,0.17735361526243482,True,-0.12401468637074847
6,1,Monica Seles,0.0617283950617283,0,0.07281184097488883,0.13454023603661713,True,-0.12401468637074847
6,1,Penn Jillette,0.0658436213991769,0,0.07478335688598987,0.1406269782851668,True,-0.12401468637074847
6,1,Priscilla Presley,0.0987654320987654,0,0.09089654313840806,0.18966197523717346,True,-0.12401468637074847
6,1,Shannon Elizabeth,0.0864197530864197,0,0.08479095333324228,0.171210706419662,True,-0.12401468637074847
6,1,Steve Guttenberg,0.074074074074074,0,0.07875818416236341,0.15283225823643742,True,-0.12401468637074847
6,2,Adam Carolla,0.0739299610894941,0,0.07664071326280034,0.15057067435229443,True,-0.12378432483342428
6,2,Cristian de la Fuente,0.0778210116731517,0,0.08188006375393066,0.15970107542708234,True,-0.12378432483342428
6,2,Jason Taylor,0.1050583657587548,0,0.09177860732441713,0.19683697308317194,True,-0.12378432483342428
6,2,Kristi Yamaguchi,0.1050583657587548,0,0.09495307765332388,0.20001144341207866,True,-0.12378432483342428
6,2,Mario,0.1011673151750972,0,0.09171254153679155,0.19287985671188873,True,-0.12378432483342428
6,2,Marissa Jaret Winokur,0.0817120622568093,0,0.08137869629954733,0.16309075855635663,True,-0.12378432483342428
6,2,Marlee Matlin,0.0933852140077821,0,0.0878042405695065,0.1811894545772886,True,-0.12378432483342428
6,2,Monica Seles,0.0583657587548638,1,0.07162987230562345,0.12999563106048725,True,-0.12378432483342428
6,2,Penn Jillette,0.0661478599221789,1,0.07253923035266023,0.13868709027483914,True,-0.12378432483342428
6,2,Priscilla Presley,0.0817120622568093,0,0.08507041686258791,0.1667824791193972,True,-0.12378432483342428
6,2,Shannon Elizabeth,0.0933852140077821,0,0.08718225914249317,0.18056747315027527,True,-0.12378432483342428
6,2,Steve Guttenberg,0.0622568093385214,0,0.07743028093631774,0.13968709027483914,True,-0.12378432483342428
6,3,Adam Carolla,0.0921052631578947,0,0.0941349134201463,0.18624017657804098,True,-0.11453352143359674
6,3,Cristian de la Fuente,0.1096491228070175,0,0.10195539493518563,0.21160451774220312,True,-0.11453352143359674
6,3,Jason Taylor,0.1008771929824561,0,0.10251856860761575,0.20339576159007183,True,-0.11453352143359674
6,3,Kristi Yamaguchi,0.1184210526315789,0,0.10968821615009228,0.22810926878167118,True,-0.11453352143359674
6,3,Mario,0.0921052631578947,0,0.0994950539219021,0.1916003170797968,True,-0.11453352143359674
6,3,Marissa Jaret Winokur,0.0833333333333333,0,0.09845819988725951,0.18179153322059283,True,-0.11453352143359674
6,3,Marlee Matlin,0.0921052631578947,0,0.09809036120027605,0.19019562435817075,True,-0.11453352143359674
6,3,Priscilla Presley,0.1140350877192982,0,0.10460901820719236,0.21864410592649056,True,-0.11453352143359674
6,3,Shannon Elizabeth,0.1052631578947368,0,0.10236400360763191,0.2076271615023687,True,-0.11453352143359674
6,3,Steve Guttenberg,0.0921052631578947,1,0.08868627006269812,0.18079153322059283,True,-0.11453352143359674
6,4,Adam Carolla,0.0844444444444444,1,0.0996456348793857,0.1840900793238301,True,-0.10959836033940772
6,4,Cristian de la Fuente,0.1155555555555555,0,0.11284769435543288,0.22840324991098837,True,-0.10959836033940772
6,4,Jason Taylor,0.1288888888888889,0,0.11761485554872897,0.24650374443761786,True,-0.10959836033940772
6,4,Kristi Yamaguchi,0.1288888888888889,0,0.12005319151396604,0.24894208040285493,True,-0.10959836033940772
6,4,Mario,0.1066666666666666,0,0.10897825612568354,0.21564492279235015,True,-0.10959836033940772
6,4,Marissa Jaret Winokur,0.1066666666666666,0,0.10862563086571916,0.21529229753238577,True,-0.10959836033940772
6,4,Marlee Matlin,0.1066666666666666,0,0.10850053219844193,0.21516719886510854,True,-0.10959836033940772
6,4,Priscilla Presley,0.0977777777777777,0,0.10770047304437148,0.20547825082214918,True,-0.10959836033940772
6,4,Shannon Elizabeth,0.1244444444444444,0,0.1160337314682704,0.2404781759127148,True,-0.10959836033940772
6,5,Cristian de la Fuente,0.1173469387755102,0,0.12249967114284205,0.23984660991835224,True,-0.10374673801571486
6,5,Jason Taylor,0.1377551020408163,0,0.13108594816518668,0.268841050206003,True,-0.10374673801571486
6,5,Kristi Yamaguchi,0.1479591836734693,0,0.1354193839367939,0.2833785676102632,True,-0.10374673801571486
6,5,Mario,0.1377551020408163,0,0.12808869166449202,0.2658437937053083,True,-0.10374673801571486
6,5,Marissa Jaret Winokur,0.1224489795918367,0,0.12276169352197458,0.24521067311381128,True,-0.10374673801571486
6,5,Marlee Matlin,0.1122448979591836,0,0.11926787819680831,0.23151277615599192,True,-0.10374673801571486
6,5,Priscilla Presley,0.1071428571428571,1,0.11727137591812982,0.2244142330609869,True,-0.10374673801571486
6,5,Shannon Elizabeth,0.1173469387755102,0,0.1236053574537727,0.24095229622928288,True,-0.10374673801571486
