season,week,name,judge_share,pity_score,est_fan_share,success,total_implied
3,4,Joey Lawrence,0.1516853932584269,6.870782154191509e-08,0.12870232164252873,True,0.2803877149009556
3,4,Mario Lopez,0.1629213483146067,5.253740967845871e-17,0.13498273077059952,True,0.2979040790852062
3,4,Monique Coleman,0.1348314606741573,0.9999996922576052,0.15149691043391128,True,0.2863283711080686
3,4,Vivica A. Fox,0.1348314606741573,0.9999996922576052,0.14455625422679838,True,0.2793877149009557
3,4,Willa Ford,0.1573033707865168,1.8999292661741484e-12,0.13055002500215468,True,0.2878533957886715
3,5,Emmitt Smith,0.1719745222929936,3.49248122782931e-08,0.15493820238345185,True,0.32691272467644544
3,5,Jerry Springer,0.1528662420382165,1.0,0.1924092212193544,True,0.34527546325757086
3,5,Joey Lawrence,0.1592356687898089,0.9999999999636597,0.1903828905140068,True,0.3496185593038157
3,5,Mario Lopez,0.1719745222929936,3.49248122782931e-08,0.15426564870570658,True,0.3262401709987002
3,5,Monique Coleman,0.1719745222929936,3.49248122782931e-08,0.15492253165006653,True,0.3268970539430601
3,5,Willa Ford,0.1719745222929936,3.49248122782931e-08,0.15308150552741384,True,0.32505602782040743
3,6,Emmitt Smith,0.211864406779661,2.1879510940012266e-05,0.18067178403174977,True,0.3925361908114108
3,6,Jerry Springer,0.1525423728813559,1.0,0.22154280164699888,True,0.37408517452835477
3,6,Joey Lawrence,0.2033898305084746,0.044544624024791826,0.17879200816077787,True,0.3821818386692525
3,6,Mario Lopez,0.2372881355932203,2.2616936678340913e-15,0.20075218046935048,True,0.43804031606257077
3,6,Monique Coleman,0.1949152542372881,0.9900338509495888,0.21824122569112303,True,0.4131564799284111
3,7,Emmitt Smith,0.2111111111111111,1.4001453825187919e-08,0.18790561045472134,True,0.39901672156583246
3,7,Jerry Springer,0.1703703703703703,1.0,0.22650346139203856,True,0.39687383176240887
3,7,Joey Lawrence,0.2111111111111111,1.4001453825187919e-08,0.18778034611337144,True,0.39889145722448255
3,7,Mario Lopez,0.2074074074074074,5.8091541752657885e-06,0.19046642435500147,True,0.39787383176240887
3,7,Monique Coleman,0.2,0.5,0.2073441576848672,True,0.4073441576848672
3,8,Emmitt Smith,0.2477064220183486,0.9997596879962067,0.2615200883456977,True,0.5092265103640463
3,8,Joey Lawrence,0.2477064220183486,0.9997596879962067,0.2615120331399517,True,0.5092184551583003
3,8,Mario Lopez,0.2614678899082568,8.024153300910696e-19,0.22980962733056975,True,0.49127751723882657
3,8,Monique Coleman,0.2431192660550458,0.999999999986112,0.24715825118378074,True,0.4902775172388265
3,9,Emmitt Smith,0.3333333333333333,0.5,0.33725906604460865,True,0.6705923993779419
3,9,Joey Lawrence,0.3333333333333333,0.5,0.33725607511822175,True,0.6705894084515551
3,9,Mario Lopez,0.3333333333333333,0.5,0.32548485883716954,True,0.6588181921705029
3,10,Emmitt Smith,0.5,0.5,0.5025022245817804,True,1.0025022245817805
3,10,Mario Lopez,0.5,0.5,0.4974977754182196,True,0.9974977754182196
4,1,Apolo Anton Ohno,0.1019417475728155,2.1930353749146632e-08,0.0845513563312705,True,0.18649310390408602
4,1,Billy Ray Cyrus,0.0631067961165048,1.0,0.09689123611302126,True,0.15999803222952608
4,1,Clyde Drexler,0.0776699029126213,0.9999999993554527,0.09689123615219437,True,0.17456113906481568
4,1,Heather Mills,0.087378640776699,0.9964714241626312,0.09680539307731192,True,0.18418403385401094
4,1,Ian Ziering,0.1019417475728155,2.1930353749146632e-08,0.0845513563312705,True,0.18649310390408602
4,1,Joey Fatone,0.116504854368932,1.7030441243489353e-18,0.09561576873040159,True,0.2121206230993336
4,1,John Ratzenberger,0.0825242718446602,0.9999984892450171,0.09689119381114526,True,0.17941546565580546
4,1,Laila Ali,0.1116504854368932,3.991772811041903e-15,0.09192515488484237,True,0.20357564032173558
4,1,Leeza Gibbons,0.0728155339805825,0.9999999999997251,0.09689123611301098,True,0.16970677009359347
4,1,Paulina Porizkova,0.0922330097087378,0.10752767057099558,0.07949303424202814,True,0.17172604395076593
4,1,Shandi Finnessey,0.0922330097087378,0.10752767057099558,0.07949303421350311,True,0.1717260439222409
4,2,Apolo Anton Ohno,0.1061224489795918,1.5927723533412007e-16,0.08576611513809246,True,0.19188856411768426
4,2,Billy Ray Cyrus,0.0857142857142857,0.999995967153332,0.09552062761135933,True,0.18123491332564504
4,2,Clyde Drexler,0.073469387755102,1.0,0.10158183849455252,True,0.17505122624965452
4,2,Heather Mills,0.0979591836734693,4.775807573558284e-08,0.08043499905035531,True,0.17839418272382462
4,2,Ian Ziering,0.0897959183673469,0.9347254207124022,0.09328723102188967,True,0.1830831493892366
4,2,Joey Fatone,0.0979591836734693,4.775807573558284e-08,0.08036099205750466,True,0.17832017573097397
4,2,John Ratzenberger,0.0857142857142857,0.999995967153332,0.09552062500156015,True,0.18123491071584585
4,2,Laila Ali,0.110204081632653,9.1982909559813e-21,0.08924874323748146,True,0.19945282487013444
4,2,Leeza Gibbons,0.0857142857142857,0.999995967153332,0.09552062761135931,True,0.181234913325645
4,2,Paulina Porizkova,0.0857142857142857,0.999995967153332,0.08833694053536882,True,0.17405122624965452
4,2,Shandi Finnessey,0.0816326530612244,0.9999999997671014,0.09442126024047648,True,0.1760539133017009
4,3,Apolo Anton Ohno,0.1055045871559633,4.604473095207161e-06,0.08860953690859523,True,0.19411412406455852
4,3,Billy Ray Cyrus,0.0963302752293578,0.9997233051287623,0.10836071020063981,True,0.2046909854299976
4,3,Clyde Drexler,0.073394495412844,1.0,0.1204286754289426,True,0.1938231708417866
4,3,Heather Mills,0.110091743119266,1.6437416338325455e-10,0.0919509718472193,True,0.2020427149664853
4,3,Ian Ziering,0.110091743119266,1.6437416338325455e-10,0.0927755479052289,True,0.2028672910244949
4,3,Joey Fatone,0.110091743119266,1.6437416338325455e-10,0.09194621076082095,True,0.20203795388008694
4,3,John Ratzenberger,0.091743119266055,0.9999999901196369,0.10836572781790768,True,0.20010884708396268
4,3,Laila Ali,0.0963302752293578,0.9997233051287623,0.10815133131386785,True,0.20448160654322567
4,3,Leeza Gibbons,0.110091743119266,1.6437416338325455e-10,0.09291839220434898,True,0.203010135323615
4,3,Shandi Finnessey,0.0963302752293578,0.9997233051287623,0.0964928956124288,True,0.1928231708417866
4,4,Apolo Anton Ohno,0.1368421052631579,7.748509147564783e-13,0.11025544964723971,True,0.24709755491039762
4,4,Billy Ray Cyrus,0.1105263157894736,0.6533449681210629,0.10919529286877898,True,0.21972160865825258
4,4,Clyde Drexler,0.0789473684210526,0.9999999999999993,0.12032393545767218,True,0.19927130387872477
4,4,Heather Mills,0.1210526315789473,2.093269734295948e-05,0.09865387701438369,True,0.219706508593331
4,4,Ian Ziering,0.1263157894736842,6.976359891380375e-08,0.10263213900527494,True,0.22894792847895912
4,4,Joey Fatone,0.1473684210526315,8.606119918729102e-18,0.11842014005063936,True,0.26578856110327087
4,4,John Ratzenberger,0.0842105263157894,0.999999999999782,0.11730427410186234,True,0.20151480041765174
4,4,Laila Ali,0.1105263157894736,0.6533449681210629,0.10915411429121333,True,0.21968043008068694
4,4,Leeza Gibbons,0.0842105263157894,0.999999999999782,0.11406077756293541,True,0.19827130387872482
4,5,Apolo Anton Ohno,0.1704545454545454,1.0185478792901842e-16,0.1347351181308923,True,0.3051896635854377
4,5,Billy Ray Cyrus,0.096590909090909,0.9999999998988447,0.12880051235508877,True,0.22539142144599777
4,5,Clyde Drexler,0.0738636363636363,1.0,0.12957656371633372,True,0.20344020007997002
4,5,Heather Mills,0.1193181818181818,0.9900764647194428,0.12773301235815845,True,0.24705119417634025
4,5,Ian Ziering,0.1363636363636363,0.00010045041491609415,0.10911400734277932,True,0.24547764370641562
4,5,Joey Fatone,0.1420454545454545,1.0069145257374245e-06,0.11438792629175791,True,0.2564333808372124
4,5,John Ratzenberger,0.1022727272727272,0.9999999899076869,0.12936587253144033,True,0.2316385998041675
4,5,Laila Ali,0.1590909090909091,1.0138789039176896e-12,0.12628698727354923,True,0.2853778963644583
4,6,Apolo Anton Ohno,0.1647058823529411,5.186134287850644e-13,0.13572394104685964,True,0.30042982339980073
4,6,Billy Ray Cyrus,0.1235294117647058,0.9999999999864368,0.15146673653237142,True,0.2749961482970772
4,6,Heather Mills,0.1352941176470588,0.9999440987347132,0.1387020306500184,True,0.2739961482970772
4,6,Ian Ziering,0.1411764705882353,0.8980708122953918,0.1460486324610308,True,0.2872251030492661
4,6,Joey Fatone,0.1588235294117647,1.0528968411183723e-09,0.12984278654152465,True,0.28866631595328934
4,6,John Ratzenberger,0.1117647058823529,1.0,0.16323144241472426,True,0.2749961482970772
4,6,Laila Ali,0.1647058823529411,5.186134287850644e-13,0.13498443035347085,True,0.29969031270641194
4,7,Apolo Anton Ohno,0.174757281553398,0.0002776082554125823,0.15067414671527274,True,0.3254314282686708
4,7,Billy Ray Cyrus,0.1229773462783171,1.0,0.1974644032172737,True,0.3204417494955908
4,7,Ian Ziering,0.174757281553398,0.0002776082554125823,0.15142023511939443,True,0.32617751667279243
4,7,Joey Fatone,0.1909385113268608,2.1412080723295758e-11,0.16312938250484013,True,0.3540678938317009
4,7,John Ratzenberger,0.145631067961165,0.9999999994334507,0.1738106815344258,True,0.3194417494955908
4,7,Laila Ali,0.1909385113268608,2.1412080723295758e-11,0.16350115090879327,True,0.35443966223565404
4,8,Apolo Anton Ohno,0.2310756972111553,1.102825445968129e-12,0.1948329747328049,True,0.4259086719439602
4,8,Billy Ray Cyrus,0.1513944223107569,1.0,0.22100687546106468,True,0.37240129777182157
4,8,Ian Ziering,0.1872509960159362,0.9999875732844239,0.2176742197218656,True,0.4049252157378018
4,8,Joey Fatone,0.2191235059760956,4.380690931549787e-08,0.1864100961035295,True,0.4055336020796251
4,8,Laila Ali,0.2111553784860557,5.099697168753377e-05,0.18007583398073523,True,0.39123121246679093
4,9,Apolo Anton Ohno,0.2489451476793249,0.999467705630747,0.2790600471514994,True,0.5280051948308243
4,9,Ian Ziering,0.2447257383966244,1.0,0.2452725299931008,True,0.4899982683897252
4,9,Joey Fatone,0.2531645569620253,1.5105994368405194e-10,0.2378337114277,True,0.49099826838972527
4,9,Laila Ali,0.2531645569620253,1.5105994368405194e-10,0.23783371142769988,True,0.49099826838972516
4,10,Apolo Anton Ohno,0.3397685007685367,3.0978198579274103e-15,0.2873912732421301,True,0.6271597740106668
4,10,Joey Fatone,0.3320460681848982,0.9987493222664083,0.35625535047559065,True,0.6883014186604888
4,10,Laila Ali,0.3281854310465651,0.9999999999975262,0.35635337628227937,True,0.6845388073288445
5,1,Albert Reed,0.0817120622568093,0.9759624044561731,0.08601072227572108,True,0.16772278453253037
5,1,Cameron Mathison,0.0817120622568093,0.9759624044561731,0.08601072227572108,True,0.16772278453253037
5,1,Floyd Mayweather Jr. ,0.0700389105058365,0.9999999999999354,0.08648246137593016,True,0.15652137188176665
5,1,Helio Castroneves,0.0972762645914396,1.4673652919756385e-14,0.0783394007460496,True,0.1756156653374892
5,1,Jane Seymour,0.0933852140077821,1.0642390684754209e-10,0.07547833409643255,True,0.16886354810421467
5,1,Jennie Garth,0.0817120622568093,0.9759624044561731,0.08601072221829706,True,0.16772278447510636
5,1,Josie Maran,0.0622568093385214,1.0,0.08648246137593214,True,0.14873927071445353
5,1,Marie Osmond,0.0817120622568093,0.9759624044561731,0.08601072221829706,True,0.16772278447510636
5,1,Mark Cuban,0.0817120622568093,0.9759624044561731,0.08601072227572108,True,0.16772278453253037
5,1,Mel B,0.0933852140077821,1.0642390684754209e-10,0.07547833409643255,True,0.16886354810421467
5,1,Sabrina Bryan,0.1011673151750972,2.023192874275688e-18,0.08120293568243384,True,0.18237025085753103
5,1,Wayne Newton,0.0739299610894941,0.9999999995317734,0.08648246136303167,True,0.16041242245252577
5,2,Albert Reed,0.088235294117647,0.9928258153766556,0.08136946554140599,True,0.16960475965905297
5,2,Cameron Mathison,0.088235294117647,0.9928258153766556,0.09454582957236371,True,0.1827811236900107
5,2,Floyd Mayweather Jr. ,0.088235294117647,0.9928258153766556,0.09464559674715138,True,0.18288089086479836
5,2,Helio Castroneves,0.1134453781512605,8.986309993671177e-19,0.09066823653280674,True,0.20411361468406725
5,2,Jane Seymour,0.088235294117647,0.9928258153766556,0.09385895623289654,True,0.18209425035054355
5,2,Jennie Garth,0.088235294117647,0.9928258153766556,0.09454583035976256,True,0.18278112447740957
5,2,Marie Osmond,0.1008403361344537,1.1151696705570225e-08,0.08192438824718039,True,0.1827647243816341
5,2,Mark Cuban,0.0756302521008403,0.9999999999994178,0.09497450755821271,True,0.17060475965905303
5,2,Mel B,0.0966386554621848,2.5817623369334935e-05,0.07810270588499686,True,0.17474136134718166
5,2,Sabrina Bryan,0.1092436974789916,2.080500935522685e-15,0.08778493374820368,True,0.19702863122719527
5,2,Wayne Newton,0.0630252100840336,1.0,0.10757954957501938,True,0.17060475965905297
5,3,Cameron Mathison,0.0962343096234309,0.9992745848840113,0.1089897261099594,True,0.2052240357333903
5,3,Floyd Mayweather Jr. ,0.0878661087866108,0.9999999999232412,0.10901928313132872,True,0.19688539191793952
5,3,Helio Castroneves,0.100418410041841,0.3093594467446773,0.09327451428490179,True,0.1936929243267428
5,3,Jane Seymour,0.1129707112970711,1.5401056131635557e-11,0.09570332247697937,True,0.20867403377405047
5,3,Jennie Garth,0.1087866108786611,4.736280526629253e-08,0.09249541777709348,True,0.20128202865575456
5,3,Marie Osmond,0.1087866108786611,4.736280526629253e-08,0.09165256594047544,True,0.20043917681913653
5,3,Mark Cuban,0.0836820083682008,0.9999999999999751,0.10903794278747901,True,0.1927199511556798
5,3,Mel B,0.1129707112970711,1.5401056131635557e-11,0.09465057655308741,True,0.20762128785015851
5,3,Sabrina Bryan,0.1129707112970711,1.5401056131635557e-11,0.09529746850286883,True,0.20826817979993995
5,3,Wayne Newton,0.0753138075313807,1.0,0.10987918243582638,True,0.18519298996720707
5,4,Cameron Mathison,0.1153846153846153,1.2290468488577721e-05,0.10359799648694457,True,0.21898261187155987
5,4,Floyd Mayweather Jr. ,0.0982905982905982,0.9999999999999982,0.11969201358096165,True,0.21798261187155987
5,4,Helio Castroneves,0.1153846153846153,1.2290468488577721e-05,0.10359799648694457,True,0.21898261187155987
5,4,Jane Seymour,0.1111111111111111,0.5,0.111194719506555,True,0.22230583061766612
5,4,Jennie Garth,0.1153846153846153,1.2290468488577721e-05,0.10359799648694451,True,0.21898261187155982
5,4,Marie Osmond,0.1111111111111111,0.5,0.10998573196318455,True,0.22109684307429567
5,4,Mark Cuban,0.094017094017094,1.0,0.12576197567479783,True,0.21977906969189182
5,4,Mel B,0.1111111111111111,0.5,0.11087740126992215,True,0.22198851238103326
5,4,Sabrina Bryan,0.1282051282051282,2.281892082526468e-20,0.11169416854374523,True,0.23989929674887342
5,5,Cameron Mathison,0.1306532663316583,4.39570563615627e-05,0.11265217409977009,True,0.24330544043142838
5,5,Helio Castroneves,0.1155778894472361,0.9999999452463851,0.1373704160236444,True,0.2529483054708805
5,5,Jane Seymour,0.1306532663316583,4.39570563615627e-05,0.11265217409977009,True,0.24330544043142838
5,5,Jennie Garth,0.1256281407035175,0.24699666429036796,0.11767729972791091,True,0.2433054404314284
5,5,Marie Osmond,0.1055276381909547,0.9999999999999991,0.1377778022404737,True,0.2433054404314284
5,5,Mark Cuban,0.1055276381909547,0.9999999999999991,0.1367778022404737,True,0.2423054404314284
5,5,Mel B,0.1457286432160804,1.0580549063512515e-16,0.12452635513899117,True,0.27025499835507155
5,5,Sabrina Bryan,0.1407035175879397,7.895046660483709e-13,0.12056597642896605,True,0.26126949401690575
5,6,Cameron Mathison,0.1388888888888889,0.9989524632892488,0.1513222419300948,True,0.2902111308189837
5,6,Helio Castroneves,0.1555555555555555,2.924140086039653e-10,0.1300883593587902,True,0.2856439149143457
5,6,Jane Seymour,0.1222222222222222,0.9999999999999998,0.15773132582855287,True,0.2799535480507751
5,6,Jennie Garth,0.15,4.336327651662095e-06,0.12995354805077505,True,0.27995354805077505
5,6,Marie Osmond,0.1277777777777777,0.9999999999952316,0.15317863623353178,True,0.2809564140113095
5,6,Mel B,0.1666666666666666,1.3296782878567952e-18,0.13766122943636905,True,0.3043278961030357
5,6,Sabrina Bryan,0.1388888888888889,0.9989524632892488,0.1400646591618862,True,0.2789535480507751
5,7,Cameron Mathison,0.1634615384615384,0.9999999961102153,0.18598712975558832,True,0.3494486682171267
5,7,Helio Castroneves,0.1666666666666666,0.5000000000000838,0.16240542582368256,True,0.3290720924903492
5,7,Jane Seymour,0.1602564102564102,1.0,0.16781568223393897,True,0.3280720924903492
5,7,Jennie Garth,0.1698717948717948,3.889784594835133e-09,0.15920029761855434,True,0.32907209249034913
5,7,Marie Osmond,0.1666666666666666,0.5000000000000838,0.16859629515480964,True,0.33526296182147625
5,7,Mel B,0.173076923076923,1.5130424311919742e-17,0.15599516941342623,True,0.3290720924903492
5,8,Cameron Mathison,0.1939163498098859,0.9999952756970197,0.2041399553498832,True,0.3980563051597691
5,8,Helio Castroneves,0.2167300380228136,2.2616970582512817e-15,0.1823262671369555,True,0.3990563051597691
5,8,Jennie Garth,0.1901140684410646,0.9999999977828138,0.21334974484672184,True,0.40346381328778647
5,8,Marie Osmond,0.1863117870722433,0.9999999999989595,0.2140554841606627,True,0.400367271232906
5,8,Mel B,0.2129277566539923,4.819167950803091e-12,0.1861285485057768,True,0.3990563051597691
5,9,Helio Castroneves,0.2564102564102564,1.5105944930703727e-10,0.23790946994633896,True,0.4943197263565954
5,9,Jennie Garth,0.2478632478632478,0.9994677062111224,0.24545647849334748,True,0.49331972635659527
5,9,Marie Osmond,0.2393162393162393,1.0,0.2787245816139749,True,0.5180408209302142
5,9,Mel B,0.2564102564102564,1.5105944930703727e-10,0.23790946994633874,True,0.49431972635659516
5,10,Helio Castroneves,0.352940954028016,1.1923150225506723e-07,0.30919735473105375,True,0.6621383087590698
5,10,Marie Osmond,0.2899168190830813,0.9999999999999996,0.3781780168687238,True,0.6680948359518051
5,10,Mel B,0.3571422268889025,3.916406390961769e-09,0.3126246284002225,True,0.6697668552891249
6,1,Adam Carolla,0.0617283950617283,0.9999999999999996,0.08941050870612063,True,0.15113890376784894
6,1,Cristian de la Fuente,0.0864197530864197,0.006255431927819333,0.0727886570546979,True,0.1592084101411176
6,1,Jason Taylor,0.0905349794238683,7.316264594257319e-06,0.07581918904864621,True,0.1663541684725145
6,1,Kristi Yamaguchi,0.1111111111111111,1.551825242293386e-20,0.09153585510072669,True,0.2026469662118378
6,1,Mario,0.0987654320987654,9.883543391443754e-12,0.0820979610738275,True,0.1808633931725929
6,1,Marissa Jaret Winokur,0.074074074074074,0.9999997505706841,0.08941050224194065,True,0.16348457631601465
6,1,Marlee Matlin,0.0905349794238683,7.316264594257319e-06,0.07581918904864621,True,0.1663541684725145
6,1,Monica Seles,0.0617283950617283,0.9999999999999996,0.08941050870612063,True,0.15113890376784894
6,1,Penn Jillette,0.0658436213991769,0.9999999999996632,0.08941050870610875,True,0.15525413010528566
6,1,Priscilla Presley,0.0987654320987654,9.883543391443754e-12,0.0820979610738275,True,0.1808633931725929
6,1,Shannon Elizabeth,0.0864197530864197,0.006255431927819333,0.0727886570546979,True,0.1592084101411176
6,1,Steve Guttenberg,0.074074074074074,0.9999997505706841,0.08941050218463947,True,0.1634845762587135
6,2,Adam Carolla,0.0739299610894941,0.9999996912497914,0.08660961545928712,True,0.1605395765487812
6,2,Cristian de la Fuente,0.0778210116731517,0.9998474203249915,0.0855804617352717,True,0.1634014734084234
6,2,Jason Taylor,0.1050583657587548,9.093856925245751e-16,0.08335242345805317,True,0.18841078921680798
6,2,Kristi Yamaguchi,0.1050583657587548,9.093856925245751e-16,0.08434142117841821,True,0.18939978693717302
6,2,Mario,0.1011673151750972,4.494730720293579e-13,0.08089420965241755,True,0.18206152482751475
6,2,Marissa Jaret Winokur,0.0817120622568093,0.9298644569832207,0.0852531100259904,True,0.1669651722827997
6,2,Marlee Matlin,0.0933852140077821,1.0980313826004686e-07,0.07479474906839419,True,0.16817996307617628
6,2,Monica Seles,0.0583657587548638,1.0,0.08654172661703964,True,0.14490748537190346
6,2,Penn Jillette,0.0661478599221789,0.9999999999987361,0.08418401637864652,True,0.15033187630082542
6,2,Priscilla Presley,0.0817120622568093,0.9298644569832207,0.08476149353321474,True,0.16647355579002404
6,2,Shannon Elizabeth,0.0933852140077821,1.0980313826004686e-07,0.07461170593096281,True,0.1679969199387449
6,2,Steve Guttenberg,0.0622568093385214,0.9999999999999973,0.08907506696230404,True,0.15133187630082545
6,3,Adam Carolla,0.0921052631578947,0.9999999866401921,0.10765816973319559,True,0.19976343289109028
6,3,Cristian de la Fuente,0.1096491228070175,2.3767201635659083e-10,0.09198270326136072,True,0.2016318260683782
6,3,Jason Taylor,0.1008771929824561,0.11768295930098288,0.09282399019208008,True,0.19370118317453616
6,3,Kristi Yamaguchi,0.1184210526315789,4.2351343101310066e-19,0.09848825194690196,True,0.21690930457848084
6,3,Mario,0.0921052631578947,0.9999999866401921,0.1072879943864249,True,0.1993932575443196
6,3,Marissa Jaret Winokur,0.0833333333333333,1.0,0.11036784984120288,True,0.19370118317453616
6,3,Marlee Matlin,0.0921052631578947,0.9999999866401921,0.10725533143454626,True,0.19936059459244096
6,3,Priscilla Presley,0.1140350877192982,1.003281072914777e-14,0.09510176390784678,True,0.20913685162714496
6,3,Shannon Elizabeth,0.1052631578947368,5.630293530585372e-06,0.08843802527979937,True,0.19370118317453616
6,3,Steve Guttenberg,0.0921052631578947,0.9999999866401921,0.10059592001664146,True,0.19270118317453616
6,4,Adam Carolla,0.0844444444444444,1.0,0.11837695433074671,True,0.20282139877519112
6,4,Cristian de la Fuente,0.1155555555555555,0.00036850283291626313,0.09543523828068215,True,0.21099079383623764
6,4,Jason Taylor,0.1288888888888889,1.846730817549072e-14,0.10557162303942656,True,0.23446051192831546
6,4,Kristi Yamaguchi,0.1288888888888889,1.846730817549072e-14,0.10596046928052967,True,0.23484935816941854
6,4,Mario,0.1066666666666666,0.9996314971670838,0.11834153864125709,True,0.2250082053079237
6,4,Marissa Jaret Winokur,0.1066666666666666,0.9996314971670838,0.11855337199148083,True,0.22522003865814744
6,4,Marlee Matlin,0.1066666666666666,0.9996314971670838,0.11833929208635346,True,0.22500595875302007
6,4,Priscilla Presley,0.0977777777777777,0.9999999999499041,0.11751491303045652,True,0.2152926908082342
6,4,Shannon Elizabeth,0.1244444444444444,5.009595929859605e-11,0.10190659931906691,True,0.2263510437635113
6,5,Cristian de la Fuente,0.1173469387755102,0.9999993010365511,0.1299870927070359,True,0.2473340314825461
6,5,Jason Taylor,0.1377551020408163,5.5050079251578085e-11,0.11216442510215052,True,0.24991952714296684
6,5,Kristi Yamaguchi,0.1479591836734693,3.414792409572899e-19,0.11983464556085446,True,0.26779382923432377
6,5,Mario,0.1377551020408163,5.5050079251578085e-11,0.11305156623892736,True,0.2508066682797437
6,5,Marissa Jaret Winokur,0.1224489795918367,0.9912034094630591,0.1313507743360174,True,0.25379975392785414
6,5,Marlee Matlin,0.1122448979591836,0.9999999999449498,0.13162379888641693,True,0.24386869684560053
6,5,Priscilla Presley,0.1071428571428571,0.9999999999999956,0.1315333195762229,True,0.23867617671908
6,5,Shannon Elizabeth,0.1173469387755102,0.9999993010365511,0.13045437759237444,True,0.24780131636788463
6,6,Cristian de la Fuente,0.15,8.85541765066437e-06,0.1289598246236059,True,0.2789598246236059
6,6,Jason Taylor,0.1333333333333333,0.9999998167894635,0.15583487231952498,True,0.2891682056528583
6,6,Kristi Yamaguchi,0.1666666666666666,1.4367338217178793e-17,0.14135245725619583,True,0.30801912392286246
6,6,Mario,0.1555555555555555,1.0405605763926737e-09,0.13213522466293648,True,0.287690780218492
6,6,Marissa Jaret Winokur,0.1444444444444444,0.07008148799984674,0.12889931619032258,True,0.27334376063476695
6,6,Marlee Matlin,0.1166666666666666,1.0,0.1556770939681004,True,0.272343760634767
6,6,Shannon Elizabeth,0.1333333333333333,0.9999998167894635,0.15714121097931383,True,0.29047454431264713
6,7,Cristian de la Fuente,0.1488673139158576,1.0,0.18290504129843552,True,0.33177235521429316
6,7,Jason Taylor,0.1779935275080906,5.886165617480111e-14,0.15427952333768322,True,0.33227305084577385
6,7,Kristi Yamaguchi,0.174757281553398,3.5471564270038447e-10,0.15498933562487832,True,0.32974661717827636
6,7,Mario,0.1650485436893204,0.9872820443315964,0.18266619871578368,True,0.3477147424051041
6,7,Marissa Jaret Winokur,0.1682847896440129,0.012717955668404588,0.1614618275342634,True,0.3297466171782763
6,7,Shannon Elizabeth,0.1650485436893204,0.9872820443315964,0.16369807348895593,True,0.32874661717827636
6,8,Cristian de la Fuente,0.2134831460674157,6.697174416193212e-17,0.1827977483081319,True,0.3962808943755476
