season,week,celebrity_name,judge_share,is_eliminated,prior_fan_share,prior_source,solved_fan_share
5,9,Helio Castroneves,0.2564102564102564,0,0.2747252747252747,History,
5,9,Jennie Garth,0.2478632478632478,1,0.23076923076923073,History,
5,9,Marie Osmond,0.2393162393162393,0,0.23076923076923073,History,
5,9,Mel B,0.2564102564102564,0,0.26373626373626385,History,
5,10,Helio Castroneves,0.352940954028016,0,0.35714285714285704,History,
5,10,Marie Osmond,0.2899168190830813,0,0.2999999999999999,History,
5,10,Mel B,0.3571422268889025,0,0.3428571428571429,History,
6,1,Adam Carolla,0.0617283950617283,0,0.0617283950617283,Judge_Share,
6,1,Cristian de la Fuente,0.0864197530864197,0,0.0864197530864197,Judge_Share,
6,1,Jason Taylor,0.0905349794238683,0,0.0905349794238683,Judge_Share,
6,1,Kristi Yamaguchi,0.1111111111111111,0,0.1111111111111111,Judge_Share,
6,1,Mario,0.0987654320987654,0,0.0987654320987654,Judge_Share,
6,1,Marissa Jaret Winokur,0.074074074074074,0,0.074074074074074,Judge_Share,
6,1,Marlee Matlin,0.0905349794238683,0,0.0905349794238683,Judge_Share,
6,1,Monica Seles,0.0617283950617283,0,0.0617283950617283,Judge_Share,
6,1,Penn Jillette,0.0658436213991769,0,0.0658436213991769,Judge_Share,
6,1,Priscilla Presley,0.0987654320987654,0,0.0987654320987654,Judge_Share,
6,1,Shannon Elizabeth,0.0864197530864197,0,0.0864197530864197,Judge_Share,
6,1,Steve Guttenberg,0.074074074074074,0,0.074074074074074,Judge_Share,
6,2,Adam Carolla,0.0739299610894941,0,0.06172839506172834,History,
6,2,Cristian de la Fuente,0.0778210116731517,0,0.08641975308641976,History,
6,2,Jason Taylor,0.1050583657587548,0,0.09053497942386836,History,
6,2,Kristi Yamaguchi,0.1050583657587548,0,0.11111111111111117,History,
6,2,Mario,0.1011673151750972,0,0.09876543209876547,History,
6,2,Marissa Jaret Winokur,0.0817120622568093,0,0.07407407407407406,History,
6,2,Marlee Matlin,0.0933852140077821,0,0.09053497942386836,History,
6,2,Monica Seles,0.0583657587548638,1,0.06172839506172834,History,
6,2,Penn Jillette,0.0661478599221789,1,0.06584362139917695,History,
6,2,Priscilla Presley,0.0817120622568093,0,0.09876543209876547,History,
6,2,Shannon Elizabeth,0.0933852140077821,0,0.08641975308641976,History,
6,2,Steve Guttenberg,0.0622568093385214,0,0.07407407407407406,History,
6,3,Adam Carolla,0.0921052631578947,0,0.07075471698113199,History,
6,3,Cristian de la Fuente,0.1096491228070175,0,0.09905660377358488,History,
6,3,Jason Taylor,0.1008771929824561,0,0.1037735849056604,History,
6,3,Kristi Yamaguchi,0.1184210526315789,0,0.12735849056603776,History,
6,3,Mario,0.0921052631578947,0,0.11320754716981132,History,
6,3,Marissa Jaret Winokur,0.0833333333333333,0,0.08490566037735844,History,
6,3,Marlee Matlin,0.0921052631578947,0,0.1037735849056604,History,
6,3,Priscilla Presley,0.1140350877192982,0,0.11320754716981132,History,
6,3,Shannon Elizabeth,0.1052631578947368,0,0.09905660377358488,History,
6,3,Steve Guttenberg,0.0921052631578947,1,0.08490566037735844,History,
6,4,Adam Carolla,0.0844444444444444,1,0.0773195876288659,History,
6,4,Cristian de la Fuente,0.1155555555555555,0,0.10824742268041236,History,
6,4,Jason Taylor,0.1288888888888889,0,0.11340206185567013,History,
6,4,Kristi Yamaguchi,0.1288888888888889,0,0.1391752577319588,History,
6,4,Mario,0.1066666666666666,0,0.12371134020618559,History,
6,4,Marissa Jaret Winokur,0.1066666666666666,0,0.09278350515463914,History,
6,4,Marlee Matlin,0.1066666666666666,0,0.11340206185567013,History,
6,4,Priscilla Presley,0.0977777777777777,0,0.12371134020618559,History,
6,4,Shannon Elizabeth,0.1244444444444444,0,0.10824742268041236,History,
6,5,Cristian de la Fuente,0.1173469387755102,0,0.11731843575418993,History,
6,5,Jason Taylor,0.1377551020408163,0,0.12290502793296092,History,
6,5,Kristi Yamaguchi,0.1479591836734693,0,0.15083798882681568,History,
6,5,Mario,0.1377551020408163,0,0.13407821229050282,History,
6,5,Marissa Jaret Winokur,0.1224489795918367,0,0.10055865921787704,History,
6,5,Marlee Matlin,0.1122448979591836,0,0.12290502793296092,History,
6,5,Priscilla Presley,0.1071428571428571,1,0.13407821229050282,History,
6,5,Shannon Elizabeth,0.1173469387755102,0,0.11731843575418993,History,
6,6,Cristian de la Fuente,0.15,0,0.13548387096774192,History,
6,6,Jason Taylor,0.1333333333333333,0,0.14193548387096777,History,
6,6,Kristi Yamaguchi,0.1666666666666666,0,0.17419354838709683,History,
6,6,Mario,0.1555555555555555,0,0.1548387096774194,History,
6,6,Marissa Jaret Winokur,0.1444444444444444,0,0.11612903225806447,History,
6,6,Marlee Matlin,0.1166666666666666,1,0.14193548387096777,History,
6,6,Shannon Elizabeth,0.1333333333333333,0,0.13548387096774192,History,
6,7,Cristian de la Fuente,0.1488673139158576,0,0.15789473684210523,History,
6,7,Jason Taylor,0.1779935275080906,0,0.16541353383458648,History,
6,7,Kristi Yamaguchi,0.174757281553398,0,0.20300751879699253,History,
6,7,Mario,0.1650485436893204,0,0.1804511278195489,History,
6,7,Marissa Jaret Winokur,0.1682847896440129,0,0.1353383458646616,History,
6,7,Shannon Elizabeth,0.1650485436893204,1,0.15789473684210523,History,
6,8,Cristian de la Fuente,0.2134831460674157,0,0.18749999999999997,History,
6,8,Jason Taylor,0.1947565543071161,0,0.19642857142857145,History,
6,8,Kristi Yamaguchi,0.2059925093632958,0,0.24107142857142863,History,
6,8,Mario,0.198501872659176,1,0.21428571428571433,History,
6,8,Marissa Jaret Winokur,0.1872659176029962,0,0.16071428571428564,History,
6,9,Cristian de la Fuente,0.2545454545454545,0,0.23863636363636365,History,
6,9,Jason Taylor,0.25,0,0.25000000000000006,History,
6,9,Kristi Yamaguchi,0.2590909090909091,0,0.30681818181818193,History,
6,9,Marissa Jaret Winokur,0.2363636363636363,1,0.20454545454545447,History,
6,10,Cristian de la Fuente,0.3076923076923077,0,0.29999999999999993,History,
6,10,Jason Taylor,0.3372781065088757,0,0.3142857142857143,History,
6,10,Kristi Yamaguchi,0.3550295857988165,0,0.3857142857142858,History,
7,1,Brooke Burke,0.106060606060606,0,0.106060606060606,Judge_Share,
7,1,Cloris Leachman,0.0692640692640692,0,0.0692640692640692,Judge_Share,
7,1,Cody Linley,0.0887445887445887,0,0.0887445887445887,Judge_Share,
7,1,Jeffrey Ross,0.0519480519480519,1,0.0519480519480519,Judge_Share,
7,1,Kim Kardashian,0.08008658008658,0,0.08008658008658,Judge_Share,
7,1,Lance Bass,0.093073593073593,0,0.093073593073593,Judge_Share,
7,1,Maurice Greene,0.0844155844155844,0,0.0844155844155844,Judge_Share,
7,1,Rocco DiSpirito,0.0757575757575757,0,0.0757575757575757,Judge_Share,
7,1,Susan Lucci,0.08008658008658,0,0.08008658008658,Judge_Share,
7,1,Ted McGinley,0.08008658008658,1,0.08008658008658,Judge_Share,
7,1,Toni Braxton,0.0974025974025974,0,0.0974025974025974,Judge_Share,
7,1,Warren Sapp,0.093073593073593,0,0.093073593073593,Judge_Share,
7,2,Brooke Burke,0.12,0,0.12219451371571073,History,
7,2,Cloris Leachman,0.075,0,0.07980049875311718,History,
7,2,Cody Linley,0.105,0,0.10224438902743144,History,
7,2,Kim Kardashian,0.085,1,0.09226932668329173,History,
7,2,Lance Bass,0.1,0,0.10723192019950124,History,
7,2,Maurice Greene,0.095,0,0.09725685785536164,History,
7,2,Rocco DiSpirito,0.08,0,0.08728179551122194,History,
7,2,Susan Lucci,0.105,0,0.09226932668329173,History,
7,2,Toni Braxton,0.115,0,0.11221945137157113,History,
7,2,Warren Sapp,0.12,0,0.10723192019950124,History,
7,3,Brooke Burke,0.1407035175879397,0,0.13461538461538464,History,
7,3,Cloris Leachman,0.0804020100502512,0,0.08791208791208788,History,
7,3,Cody Linley,0.1055276381909547,0,0.11263736263736265,History,
7,3,Lance Bass,0.1105527638190954,0,0.11813186813186813,History,
7,3,Maurice Greene,0.1206030150753768,0,0.1071428571428572,History,
7,3,Rocco DiSpirito,0.100502512562814,0,0.09615384615384615,History,
7,3,Susan Lucci,0.1055276381909547,0,0.1016483516483516,History,
7,3,Toni Braxton,0.1105527638190954,0,0.1236263736263737,History,
7,3,Warren Sapp,0.1256281407035175,0,0.11813186813186813,History,
7,4,Brooke Burke,0.1280788177339901,0,0.13461538461538464,History,
7,4,Cloris Leachman,0.1083743842364532,0,0.08791208791208788,History,
7,4,Cody Linley,0.1133004926108374,0,0.11263736263736265,History,
7,4,Lance Bass,0.1280788177339901,0,0.11813186813186813,History,
7,4,Maurice Greene,0.0985221674876847,0,0.1071428571428572,History,
7,4,Rocco DiSpirito,0.0886699507389162,1,0.09615384615384615,History,
7,4,Susan Lucci,0.1182266009852216,0,0.1016483516483516,History,
7,4,Toni Braxton,0.1083743842364532,0,0.1236263736263737,History,
7,4,Warren Sapp,0.1083743842364532,0,0.11813186813186813,History,
7,5,Brooke Burke,0.1487179487179487,0,0.14893617021276595,History,
7,5,Cloris Leachman,0.1076923076923077,0,0.09726443768996955,History,
7,5,Cody Linley,0.1435897435897435,0,0.12462006079027356,History,
7,5,Lance Bass,0.1076923076923077,0,0.13069908814589665,History,
7,5,Maurice Greene,0.1384615384615384,0,0.11854103343465051,History,
7,5,Susan Lucci,0.1128205128205128,0,0.11246200607902729,History,
7,5,Toni Braxton,0.1128205128205128,1,0.13677811550151983,History,
7,5,Warren Sapp,0.1282051282051282,0,0.13069908814589665,History,
7,6,Brooke Burke,0.1625,0,0.17253521126760563,History,
7,6,Cloris Leachman,0.09375,1,0.1126760563380281,History,
7,6,Cody Linley,0.14375,0,0.1443661971830986,History,
7,6,Lance Bass,0.16875,0,0.15140845070422534,History,
7,6,Maurice Greene,0.13125,0,0.1373239436619719,History,
7,6,Susan Lucci,0.14375,0,0.13028169014084498,History,
7,6,Warren Sapp,0.15625,0,0.15140845070422534,History,
7,7,Brooke Burke,0.2040816326530612,0,0.19444444444444442,History,
7,7,Cody Linley,0.1496598639455782,0,0.1626984126984127,History,
7,7,Lance Bass,0.1700680272108843,0,0.1706349206349206,History,
7,7,Maurice Greene,0.1700680272108843,0,0.15476190476190482,History,
7,7,Susan Lucci,0.1632653061224489,1,0.14682539682539672,History,
7,7,Warren Sapp,0.1428571428571428,0,0.1706349206349206,History,
7,8,Brooke Burke,0.2156862745098039,0,0.22790697674418603,History,
7,8,Cody Linley,0.188235294117647,0,0.19069767441860466,History,
7,8,Lance Bass,0.196078431372549,0,0.19999999999999998,History,
7,8,Maurice Greene,0.188235294117647,1,0.18139534883720937,History,
7,8,Warren Sapp,0.2117647058823529,0,0.19999999999999998,History,
7,9,Brooke Burke,0.2437810945273631,0,0.27840909090909094,History,
7,9,Cody Linley,0.2288557213930348,1,0.2329545454545455,History,
7,9,Lance Bass,0.2835820895522388,0,0.24431818181818182,History,
7,9,Warren Sapp,0.2437810945273631,0,0.24431818181818182,History,
7,10,Brooke Burke,0.3529411764705882,0,0.362962962962963,History,
7,10,Lance Bass,0.3235294117647059,0,0.31851851851851853,History,
7,10,Warren Sapp,0.3235294117647059,0,0.31851851851851853,History,
8,1,Belinda Carlisle,0.0699588477366255,0,0.0699588477366255,Judge_Share,
8,1,Chuck Wicks,0.0823045267489712,0,0.0823045267489712,Judge_Share,
8,1,David Alan Grier,0.0781893004115226,0,0.0781893004115226,Judge_Share,
8,1,Denise Richards,0.074074074074074,0,0.074074074074074,Judge_Share,
8,1,Gilles Marini,0.0987654320987654,0,0.0987654320987654,Judge_Share,
8,1,Holly Madison,0.074074074074074,0,0.074074074074074,Judge_Share,
8,1,Lawrence Taylor,0.0658436213991769,0,0.0658436213991769,Judge_Share,
8,1,Lil' Kim,0.0864197530864197,0,0.0864197530864197,Judge_Share,
8,1,Melissa Rycroft,0.0946502057613168,0,0.0946502057613168,Judge_Share,
8,1,Shawn Johnson,0.0946502057613168,0,0.0946502057613168,Judge_Share,
8,1,Steve Wozniak,0.0534979423868312,0,0.0534979423868312,Judge_Share,
8,1,Steve-O,0.0699588477366255,0,0.0699588477366255,Judge_Share,
8,1,Ty Murray,0.0576131687242798,0,0.0576131687242798,Judge_Share,
8,2,Belinda Carlisle,0.0679245283018867,1,0.06995884773662554,History,
8,2,Chuck Wicks,0.0754716981132075,0,0.08230452674897125,History,
8,2,David Alan Grier,0.0641509433962264,0,0.07818930041152265,History,
8,2,Denise Richards,0.0792452830188679,0,0.07407407407407406,History,
8,2,Gilles Marini,0.1018867924528302,0,0.09876543209876547,History,
8,2,Holly Madison,0.0679245283018867,0,0.07407407407407406,History,
8,2,Lawrence Taylor,0.0754716981132075,0,0.06584362139917695,History,
8,2,Lil' Kim,0.0867924528301886,0,0.08641975308641976,History,
8,2,Melissa Rycroft,0.0981132075471698,0,0.09465020576131687,History,
8,2,Shawn Johnson,0.090566037735849,0,0.09465020576131687,History,
8,2,Steve Wozniak,0.0641509433962264,0,0.05349794238683123,History,
8,2,Steve-O,0.0528301886792452,0,0.06995884773662554,History,
8,2,Ty Murray,0.0754716981132075,0,0.057613168724279844,History,
8,3,Chuck Wicks,0.0905511811023622,0,0.08849557522123899,History,
8,3,David Alan Grier,0.0944881889763779,0,0.08407079646017701,History,
