season,week,celebrity_name,judge_share,is_danger_zone,is_eliminated,estimated_fan_share,implied_total_score,optimization_success
3,3,Monique Coleman,0.1483516483516483,0,0,0.1253568630225887,0.273708511374237,True
3,3,Vivica A. Fox,0.1483516483516483,0,0,0.1256214034706658,0.27397305182231413,True
3,3,Willa Ford,0.1208791208791208,0,0,0.11341383948853434,0.23429296036765512,True
3,4,Emmitt Smith,0.1348314606741573,1,0,0.15303468489766497,0.2878661455718223,True
3,4,Jerry Springer,0.1235955056179775,1,0,0.1582716935383021,0.28186719915627956,True
3,4,Joey Lawrence,0.1516853932584269,0,0,0.13018180589785272,0.2818671991562796,True
3,4,Mario Lopez,0.1629213483146067,0,0,0.1325862994306004,0.2955076477452071,True
3,4,Monique Coleman,0.1348314606741573,1,0,0.15197520332906977,0.2868066640032271,True
3,4,Vivica A. Fox,0.1348314606741573,1,1,0.1460357384821223,0.2808671991562796,True
3,4,Willa Ford,0.1573033707865168,0,0,0.12791457442438786,0.28521794521090466,True
3,5,Emmitt Smith,0.1719745222929936,0,0,0.15878806788755645,0.33076259018055004,True
3,5,Jerry Springer,0.1528662420382165,1,0,0.19211715579118885,0.34498339782940535,True
3,5,Joey Lawrence,0.1592356687898089,1,0,0.1905624501094586,0.3497981188992675,True
3,5,Mario Lopez,0.1719745222929936,0,0,0.15064136496105304,0.32261588725404666,True
3,5,Monique Coleman,0.1719745222929936,0,0,0.15824959628969015,0.33022411858268375,True
3,5,Willa Ford,0.1719745222929936,0,1,0.14964136496105301,0.3216158872540466,True
3,6,Emmitt Smith,0.211864406779661,0,0,0.18025221889425225,0.39211662567391325,True
3,6,Jerry Springer,0.1525423728813559,1,0,0.2213614425665271,0.373903815447883,True
3,6,Joey Lawrence,0.2033898305084746,0,0,0.1877120966690404,0.391101927177515,True
3,6,Mario Lopez,0.2372881355932203,0,0,0.19120017350319238,0.42848830909641267,True
3,6,Monique Coleman,0.1949152542372881,1,0,0.2194740683669878,0.41438932260427586,True
3,7,Emmitt Smith,0.2111111111111111,0,0,0.18294552050150448,0.3940566316126156,True
3,7,Jerry Springer,0.1703703703703703,1,1,0.2226862612422453,0.3930566316126156,True
3,7,Joey Lawrence,0.2111111111111111,0,0,0.18294552050150448,0.3940566316126156,True
3,7,Mario Lopez,0.2074074074074074,0,0,0.1866492242052082,0.3940566316126156,True
3,7,Monique Coleman,0.2,1,0,0.22477347354953744,0.42477347354953743,True
3,8,Emmitt Smith,0.2477064220183486,1,0,0.25655220615206614,0.5042586281704148,True
3,8,Joey Lawrence,0.2477064220183486,1,0,0.2565522061520662,0.5042586281704148,True
3,8,Mario Lopez,0.2614678899082568,0,0,0.23477348192132833,0.49624137182958517,True
3,8,Monique Coleman,0.2431192660550458,1,1,0.25212210577453936,0.49524137182958516,True
3,9,Emmitt Smith,0.3333333333333333,1,0,0.3337939184214563,0.6671272517547896,True
3,9,Joey Lawrence,0.3333333333333333,1,0,0.3337939184214563,0.6671272517547896,True
3,9,Mario Lopez,0.3333333333333333,1,0,0.33241216315708744,0.6657454964904208,True
3,10,Emmitt Smith,0.5,1,0,0.5000492652217867,1.0000492652217867,True
3,10,Mario Lopez,0.5,1,0,0.4999507347782133,0.9999507347782133,True
4,1,Apolo Anton Ohno,0.1019417475728155,0,0,0.09201117327221024,0.19395292084502574,True
4,1,Billy Ray Cyrus,0.0631067961165048,1,0,0.1071404988478803,0.1702472949643851,True
4,1,Clyde Drexler,0.0776699029126213,0,0,0.0727155667170845,0.15038546962970578,True
4,1,Heather Mills,0.087378640776699,0,0,0.0804447248603111,0.1678233656370101,True
4,1,Ian Ziering,0.1019417475728155,0,0,0.09201117327221034,0.19395292084502586,True
4,1,Joey Fatone,0.116504854368932,0,0,0.10361260565618916,0.22011746002512117,True
4,1,John Ratzenberger,0.0825242718446602,0,0,0.07658494671972346,0.15910921856438365,True
4,1,Laila Ali,0.1116504854368932,0,0,0.09973885410120209,0.2113893395380953,True
4,1,Leeza Gibbons,0.0728155339805825,1,0,0.1071404988478803,0.1799560328284628,True
4,1,Paulina Porizkova,0.0922330097087378,0,0,0.08429997929808973,0.1765329890068275,True
4,1,Shandi Finnessey,0.0922330097087378,0,0,0.08429997840721874,0.17653298811595652,True
4,2,Apolo Anton Ohno,0.1061224489795918,0,0,0.09365568240192987,0.19977813138152167,True
4,2,Billy Ray Cyrus,0.0857142857142857,0,0,0.08673668144282014,0.17245096715710584,True
4,2,Clyde Drexler,0.073469387755102,1,0,0.10702956362224271,0.18049895137734473,True
4,2,Heather Mills,0.0979591836734693,0,0,0.08545682759182273,0.18341601126529203,True
4,2,Ian Ziering,0.0897959183673469,0,0,0.0845180350075683,0.1743139533749152,True
4,2,Joey Fatone,0.0979591836734693,0,0,0.09264277627838569,0.19060195995185497,True
4,2,John Ratzenberger,0.0857142857142857,0,0,0.07915334155185923,0.16486762726614493,True
4,2,Laila Ali,0.110204081632653,0,0,0.09834697019723097,0.20855105182988398,True
4,2,Leeza Gibbons,0.0857142857142857,0,0,0.0867366810436382,0.1724509667579239,True
4,2,Paulina Porizkova,0.0857142857142857,0,1,0.07815334155185923,0.16386762726614493,True
4,2,Shandi Finnessey,0.0816326530612244,1,0,0.10757009931064299,0.1892027523718674,True
4,3,Apolo Anton Ohno,0.1055045871559633,0,0,0.09702644462651296,0.20253103178247625,True
4,3,Billy Ray Cyrus,0.0963302752293578,0,0,0.09325270919473724,0.18958298442409505,True
4,3,Clyde Drexler,0.073394495412844,1,0,0.11834383669735819,0.1917383321102022,True
4,3,Heather Mills,0.110091743119266,0,0,0.09653736330152493,0.20662910642079094,True
4,3,Ian Ziering,0.110091743119266,0,0,0.09624689954800734,0.20633864266727336,True
4,3,Joey Fatone,0.110091743119266,0,0,0.0989402414407622,0.2090319845600282,True
4,3,John Ratzenberger,0.091743119266055,1,0,0.116639554535834,0.208382673801889,True
4,3,Laila Ali,0.0963302752293578,0,0,0.0939661485253826,0.1902964237547404,True
4,3,Leeza Gibbons,0.110091743119266,0,0,0.09693353042639118,0.2070252735456572,True
4,3,Shandi Finnessey,0.0963302752293578,0,1,0.09211327170348935,0.18844354693284715,True
4,4,Apolo Anton Ohno,0.1368421052631579,0,0,0.11211087020441876,0.24895297546757666,True
4,4,Billy Ray Cyrus,0.1105263157894736,0,0,0.09714300375386704,0.20766931954334064,True
4,4,Clyde Drexler,0.0789473684210526,1,0,0.12465248513583498,0.2035998535568876,True
4,4,Heather Mills,0.1210526315789473,0,0,0.10371260342865846,0.22476523500760576,True
4,4,Ian Ziering,0.1263157894736842,0,0,0.1063426763358316,0.23265846580951577,True
4,4,Joey Fatone,0.1473684210526315,0,0,0.11831300173598865,0.26568142278862017,True
4,4,John Ratzenberger,0.0842105263157894,1,0,0.12194187354660906,0.20615239986239847,True
4,4,Laila Ali,0.1105263157894736,0,0,0.0973941586176933,0.20792047440716688,True
4,4,Leeza Gibbons,0.0842105263157894,1,1,0.11838932724109817,0.2025998535568876,True
4,5,Apolo Anton Ohno,0.1704545454545454,0,0,0.13722166047238288,0.30767620592692824,True
4,5,Billy Ray Cyrus,0.096590909090909,1,0,0.13875210127667667,0.23534301036758568,True
4,5,Clyde Drexler,0.0738636363636363,1,1,0.13906168295954915,0.21292531932318545,True
4,5,Heather Mills,0.1193181818181818,0,0,0.1067016055930539,0.22601978741123568,True
4,5,Ian Ziering,0.1363636363636363,0,0,0.11676110240732512,0.2531247387709614,True
4,5,Joey Fatone,0.1420454545454545,0,0,0.12402287599810535,0.26606833054355983,True
4,5,John Ratzenberger,0.1022727272727272,0,0,0.11165259205045826,0.21392531932318545,True
4,5,Laila Ali,0.1590909090909091,0,0,0.12582637924244872,0.28491728833335783,True
4,6,Apolo Anton Ohno,0.1647058823529411,0,0,0.14716089938899693,0.31186678174193805,True
4,6,Billy Ray Cyrus,0.1235294117647058,1,0,0.16285822771803204,0.2863876394827378,True
4,6,Heather Mills,0.1352941176470588,0,1,0.11983169698004063,0.25512581462709943,True
4,6,Ian Ziering,0.1411764705882353,0,0,0.12668587137887571,0.267862341967111,True
4,6,Joey Fatone,0.1588235294117647,0,0,0.13908395689927563,0.29790748631104036,True
4,6,John Ratzenberger,0.1117647058823529,1,0,0.1613688222652803,0.2731335281476332,True
4,6,Laila Ali,0.1647058823529411,0,0,0.14301052536949876,0.30771640772243986,True
4,7,Apolo Anton Ohno,0.174757281553398,0,0,0.15569924883227135,0.33045653038566936,True
4,7,Billy Ray Cyrus,0.1229773462783171,1,0,0.19754614403487292,0.32052349031319005,True
4,7,Ian Ziering,0.174757281553398,0,0,0.14830110717263323,0.3230583887260312,True
4,7,Joey Fatone,0.1909385113268608,0,0,0.16159588617926815,0.3525343975061289,True
4,7,John Ratzenberger,0.145631067961165,1,1,0.17389242235202504,0.31952349031319005,True
4,7,Laila Ali,0.1909385113268608,0,0,0.16296519142892937,0.3539037027557902,True
4,8,Apolo Anton Ohno,0.2310756972111553,0,0,0.19128946775090225,0.42236516496205756,True
4,8,Billy Ray Cyrus,0.1513944223107569,1,1,0.2205470355627589,0.3719414578735158,True
4,8,Ian Ziering,0.1872509960159362,1,0,0.21772348576944953,0.40497448178538575,True
4,8,Joey Fatone,0.2191235059760956,0,0,0.18710735036051646,0.40623085633661205,True
4,8,Laila Ali,0.2111553784860557,0,0,0.18333266055637298,0.3944880390424287,True
4,9,Apolo Anton Ohno,0.2489451476793249,1,0,0.2699577105681885,0.5189028582475135,True
4,9,Ian Ziering,0.2447257383966244,1,1,0.24830664218753778,0.4930323805841622,True
4,9,Joey Fatone,0.2531645569620253,0,0,0.24086782362213696,0.4940323805841622,True
4,9,Laila Ali,0.2531645569620253,0,0,0.24086782362213682,0.4940323805841621,True
4,10,Apolo Anton Ohno,0.3397685007685367,0,0,0.29061071630886626,0.630379217077403,True
4,10,Joey Fatone,0.3320460681848982,1,0,0.35469464184556687,0.686740710030465,True
4,10,Laila Ali,0.3281854310465651,1,0,0.35469464184556687,0.682880072892132,True
5,1,Albert Reed,0.0817120622568093,0,0,0.07664256050243992,0.15835462275924922,True
5,1,Cameron Mathison,0.0817120622568093,0,0,0.07664256050243998,0.15835462275924927,True
5,1,Floyd Mayweather Jr. ,0.0700389105058365,1,0,0.09927278715234579,0.16931169765818227,True
5,1,Helio Castroneves,0.0972762645914396,0,0,0.08509240169683907,0.1823686662882787,True
5,1,Jane Seymour,0.0933852140077821,0,0,0.08220421520437712,0.17558942921215923,True
5,1,Jennie Garth,0.0817120622568093,0,0,0.07664256050243998,0.15835462275924927,True
5,1,Josie Maran,0.0622568093385214,1,1,0.09509781342072786,0.15735462275924927,True
5,1,Marie Osmond,0.0817120622568093,0,0,0.07664256050243996,0.15835462275924927,True
5,1,Mark Cuban,0.0817120622568093,0,0,0.07664256050243995,0.15835462275924925,True
5,1,Mel B,0.0933852140077821,0,0,0.08220421205151583,0.17558942605929795,True
5,1,Sabrina Bryan,0.1011673151750972,0,0,0.08849110629223936,0.18965842146733655,True
5,1,Wayne Newton,0.0739299610894941,0,0,0.08442466166975518,0.15835462275924927,True
5,2,Albert Reed,0.088235294117647,0,1,0.08048291762500302,0.16871821174265,True
5,2,Cameron Mathison,0.088235294117647,0,0,0.08148291762500302,0.16971821174265,True
5,2,Floyd Mayweather Jr. ,0.088235294117647,0,0,0.08894163366851826,0.17717692778616526,True
5,2,Helio Castroneves,0.1134453781512605,0,0,0.09822504687277964,0.21167042502404015,True
5,2,Jane Seymour,0.088235294117647,0,0,0.08326931819172204,0.17150461230936903,True
5,2,Jennie Garth,0.088235294117647,0,0,0.08148291762500304,0.16971821174265003,True
5,2,Marie Osmond,0.1008403361344537,0,0,0.08835311886270336,0.18919345499715706,True
5,2,Mark Cuban,0.0756302521008403,1,0,0.10617151434317045,0.18180176644401075,True
5,2,Mel B,0.0966386554621848,0,0,0.087876175004301,0.1845148304664858,True
5,2,Sabrina Bryan,0.1092436974789916,0,0,0.09702143852317979,0.2062651360021714,True
5,2,Wayne Newton,0.0630252100840336,1,0,0.10669300165861642,0.16971821174265,True
5,3,Cameron Mathison,0.0962343096234309,0,0,0.09337256647528842,0.18960687609871932,True
5,3,Floyd Mayweather Jr. ,0.0878661087866108,0,0,0.1017407673121085,0.1896068760987193,True
5,3,Helio Castroneves,0.100418410041841,0,0,0.09367802854988228,0.19409643859172326,True
5,3,Jane Seymour,0.1129707112970711,0,0,0.0955611990795487,0.2085319103766198,True
5,3,Jennie Garth,0.1087866108786611,0,0,0.09259056804521094,0.20137717892387202,True
5,3,Marie Osmond,0.1087866108786611,0,0,0.09502900358403764,0.20381561446269875,True
5,3,Mark Cuban,0.0836820083682008,1,0,0.11728997327454317,0.200971981642744,True
5,3,Mel B,0.1129707112970711,0,0,0.09729631118397924,0.21026702248105034,True
5,3,Sabrina Bryan,0.1129707112970711,0,0,0.10014851392806252,0.21311922522513363,True
5,3,Wayne Newton,0.0753138075313807,1,1,0.1132930685673386,0.1886068760987193,True
5,4,Cameron Mathison,0.1153846153846153,0,0,0.10471490456071993,0.22009951994533522,True
5,4,Floyd Mayweather Jr. ,0.0982905982905982,1,1,0.12080892165473701,0.21909951994533522,True
5,4,Helio Castroneves,0.1153846153846153,0,0,0.1047149045607199,0.2200995199453352,True
5,4,Jane Seymour,0.1111111111111111,0,0,0.1089884088342241,0.22009951994533522,True
5,4,Jennie Garth,0.1153846153846153,0,0,0.10471490456071991,0.22009951994533522,True
5,4,Marie Osmond,0.1111111111111111,0,0,0.10898840883422412,0.22009951994533522,True
5,4,Mark Cuban,0.094017094017094,1,0,0.13040114294975455,0.22441823696684854,True
5,4,Mel B,0.1111111111111111,0,0,0.1089884088342241,0.22009951994533522,True
5,4,Sabrina Bryan,0.1282051282051282,0,0,0.10767999521067638,0.2358851234158046,True
5,5,Cameron Mathison,0.1306532663316583,0,0,0.11446661114936364,0.24511987748102193,True
5,5,Helio Castroneves,0.1155778894472361,0,0,0.12954198803378586,0.24511987748102196,True
5,5,Jane Seymour,0.1306532663316583,0,0,0.11446661114936363,0.24511987748102193,True
5,5,Jennie Garth,0.1256281407035175,0,0,0.11949173677750445,0.24511987748102193,True
5,5,Marie Osmond,0.1055276381909547,1,0,0.14362415851531665,0.24915179670627136,True
5,5,Mark Cuban,0.1055276381909547,1,1,0.13859223929006725,0.24411987748102196,True
5,5,Mel B,0.1457286432160804,0,0,0.12170367040471729,0.26743231362079767,True
5,5,Sabrina Bryan,0.1407035175879397,0,0,0.11811298467988121,0.25881650226782094,True
5,6,Cameron Mathison,0.1388888888888889,0,0,0.1269352913239213,0.2658241802128102,True
5,6,Helio Castroneves,0.1555555555555555,0,0,0.1406845736980368,0.29624012925359233,True
5,6,Jane Seymour,0.1222222222222222,1,0,0.16351656334167677,0.285738785563899,True
5,6,Jennie Garth,0.15,0,0,0.13383329081324025,0.28383329081324027,True
5,6,Marie Osmond,0.1277777777777777,1,0,0.1651717234857885,0.2929495012635662,True
5,6,Mel B,0.1666666666666666,0,0,0.14392326601341507,0.31058993268008167,True
5,6,Sabrina Bryan,0.1388888888888889,0,1,0.1259352913239213,0.2648241802128102,True
5,7,Cameron Mathison,0.1634615384615384,1,0,0.18801729634143613,0.35147883480297454,True
5,7,Helio Castroneves,0.1666666666666666,0,0,0.16323756637273837,0.32990423303940497,True
5,7,Jane Seymour,0.1602564102564102,1,1,0.16864782278299487,0.3289042330394051,True
5,7,Jennie Garth,0.1698717948717948,0,0,0.16003243816761023,0.329904233039405,True
5,7,Marie Osmond,0.1666666666666666,0,0,0.16323756637273856,0.3299042330394052,True
5,7,Mel B,0.173076923076923,0,0,0.15682730996248195,0.32990423303940497,True
5,8,Cameron Mathison,0.1939163498098859,0,1,0.18314647508841186,0.3770628248982978,True
5,8,Helio Castroneves,0.2167300380228136,0,0,0.18591138603322066,0.40264142405603426,True
5,8,Jennie Garth,0.1901140684410646,1,0,0.22468859778443745,0.41480266622550205,True
5,8,Marie Osmond,0.1863117870722433,1,0,0.22480202281713116,0.41111380988937446,True
5,8,Mel B,0.2129277566539923,0,0,0.18145151827679878,0.39437927493079106,True
5,9,Helio Castroneves,0.2564102564102564,0,0,0.2406252503006007,0.49703550671085706,True
5,9,Jennie Garth,0.2478632478632478,1,1,0.24817225884760932,0.4960355067108571,True
5,9,Marie Osmond,0.2393162393162393,1,0,0.2705772405511892,0.5098934798674285,True
5,9,Mel B,0.2564102564102564,0,0,0.2406252503006008,0.49703550671085717,True
5,10,Helio Castroneves,0.352940954028016,1,0,0.3514088009684305,0.7043497549964466,True
5,10,Marie Osmond,0.2899168190830813,1,0,0.3532994775332531,0.6432162966163344,True
5,10,Mel B,0.3571422268889025,0,0,0.2952917214983165,0.652433948387219,True
6,1,Adam Carolla,0.0617283950617283,1,0,0.09883472411040928,0.16056311917213759,True
6,1,Cristian de la Fuente,0.0864197530864197,0,0,0.07917293538311063,0.16559268846953035,True
6,1,Jason Taylor,0.0905349794238683,0,0,0.0824398726442561,0.1729748520681244,True
6,1,Kristi Yamaguchi,0.1111111111111111,0,0,0.0989890105721896,0.21010012168330072,True
6,1,Mario,0.0987654320987654,0,0,0.08901935606808621,0.18778478816685162,True
6,1,Marissa Jaret Winokur,0.074074074074074,0,0,0.06947817132651624,0.14355224540059025,True
6,1,Marlee Matlin,0.0905349794238683,0,0,0.08243987260843229,0.1729748520323006,True
6,1,Monica Seles,0.0617283950617283,1,0,0.0988347241104093,0.1605631191721376,True
6,1,Penn Jillette,0.0658436213991769,0,0,0.06312087060297497,0.12896449200215188,True
6,1,Priscilla Presley,0.0987654320987654,0,0,0.08901935619364001,0.1877847882924054,True
6,1,Shannon Elizabeth,0.0864197530864197,0,0,0.07917293518590925,0.16559268827232895,True
6,1,Steve Guttenberg,0.074074074074074,0,0,0.06947817119406603,0.14355224526814003,True
6,2,Adam Carolla,0.0739299610894941,0,0,0.08174993119783015,0.15567989228732426,True
6,2,Cristian de la Fuente,0.0778210116731517,0,0,0.07785888061417255,0.15567989228732426,True
6,2,Jason Taylor,0.1050583657587548,0,0,0.08853448089529327,0.19359284665404808,True
6,2,Kristi Yamaguchi,0.1050583657587548,0,0,0.09363700830678598,0.19869537406554078,True
6,2,Mario,0.1011673151750972,0,0,0.08841278316928172,0.18958009834437892,True
6,2,Marissa Jaret Winokur,0.0817120622568093,0,0,0.07396783003051495,0.15567989228732426,True
6,2,Marlee Matlin,0.0933852140077821,0,0,0.08210987944905224,0.17549509345683434,True
6,2,Monica Seles,0.0583657587548638,1,1,0.09631413353246045,0.15467989228732426,True
6,2,Penn Jillette,0.0661478599221789,0,1,0.06163324859465018,0.12778110851682908,True
6,2,Priscilla Presley,0.0817120622568093,0,0,0.07774064861961959,0.15945271087642887,True
6,2,Shannon Elizabeth,0.0933852140077821,0,0,0.08110859857203417,0.17449381257981628,True
6,2,Steve Guttenberg,0.0622568093385214,1,0,0.09693257701830478,0.15918938635682617,True
6,3,Adam Carolla,0.0921052631578947,1,0,0.10733841949334001,0.19944368265123472,True
6,3,Cristian de la Fuente,0.1096491228070175,0,0,0.0889649507986821,0.1986140736056996,True
6,3,Jason Taylor,0.1008771929824561,0,0,0.0942953264631448,0.19517251944560088,True
6,3,Kristi Yamaguchi,0.1184210526315789,0,0,0.09924642267761168,0.21766747530919056,True
6,3,Mario,0.0921052631578947,1,0,0.10772012920497351,0.19982539236286823,True
6,3,Marissa Jaret Winokur,0.0833333333333333,1,0,0.11183918611226756,0.19517251944560088,True
6,3,Marlee Matlin,0.0921052631578947,1,0,0.10737333759372797,0.19947860075162266,True
6,3,Priscilla Presley,0.1140350877192982,0,0,0.09124560981768214,0.20528069753698033,True
6,3,Shannon Elizabeth,0.1052631578947368,0,0,0.08990936155086407,0.19517251944560088,True
6,3,Steve Guttenberg,0.0921052631578947,1,1,0.10206725628770617,0.19417251944560088,True
6,4,Adam Carolla,0.0844444444444444,1,1,0.1273281444949647,0.21177258893940912,True
6,4,Cristian de la Fuente,0.1155555555555555,0,0,0.10000124130617083,0.21555679686172632,True
6,4,Jason Taylor,0.1288888888888889,0,0,0.10929846417771183,0.23818735306660072,True
6,4,Kristi Yamaguchi,0.1288888888888889,0,0,0.11109336931328347,0.23998225820217234,True
6,4,Mario,0.1066666666666666,0,0,0.1061059222727425,0.2127725889394091,True
6,4,Marissa Jaret Winokur,0.1066666666666666,0,0,0.1061059222727425,0.2127725889394091,True
6,4,Marlee Matlin,0.1066666666666666,0,0,0.1061059222727425,0.2127725889394091,True
6,4,Priscilla Presley,0.0977777777777777,1,0,0.12855326607459996,0.22633104385237768,True
6,4,Shannon Elizabeth,0.1244444444444444,0,0,0.10540774781504182,0.22985219225948622,True
6,5,Cristian de la Fuente,0.1173469387755102,0,0,0.1258814582494376,0.2432283970249478,True
6,5,Jason Taylor,0.1377551020408163,0,0,0.11441257363505,0.2521676756758663,True
6,5,Kristi Yamaguchi,0.1479591836734693,0,0,0.12069636594568965,0.26865554961915894,True
6,5,Mario,0.1377551020408163,0,0,0.1132576758761426,0.2510127779169589,True
6,5,Marissa Jaret Winokur,0.1224489795918367,0,0,0.12077941743311102,0.24322839702494772,True
6,5,Marlee Matlin,0.1122448979591836,1,0,0.14400551072904086,0.25625040868822446,True
6,5,Priscilla Presley,0.1071428571428571,1,1,0.13508553988209065,0.24222839702494775,True
6,5,Shannon Elizabeth,0.1173469387755102,0,0,0.12588145824943756,0.24322839702494775,True
6,6,Cristian de la Fuente,0.15,0,0,0.13118438117355194,0.28118438117355193,True
6,6,Jason Taylor,0.1333333333333333,1,0,0.15640436324952658,0.28973769658285986,True
6,6,Kristi Yamaguchi,0.1666666666666666,0,0,0.13806764458317006,0.30473431124983663,True
6,6,Mario,0.1555555555555555,0,0,0.12938963802319992,0.2849451935787554,True
6,6,Marissa Jaret Winokur,0.1444444444444444,0,0,0.1305719810299328,0.2750164254743772,True
6,6,Marlee Matlin,0.1166666666666666,1,1,0.15734975880771065,0.27401642547437727,True
6,6,Shannon Elizabeth,0.1333333333333333,1,0,0.15703223313290815,0.29036556646624145,True
6,7,Cristian de la Fuente,0.1488673139158576,1,0,0.18241708307778537,0.331284396993643,True
6,7,Jason Taylor,0.1779935275080906,0,0,0.1532908694855524,0.331284396993643,True
6,7,Kristi Yamaguchi,0.174757281553398,0,0,0.15652711544024492,0.3312843969936429,True
6,7,Mario,0.1650485436893204,1,0,0.17952947134246455,0.344578015031785,True
6,7,Marissa Jaret Winokur,0.1682847896440129,0,0,0.1629996073496301,0.331284396993643,True
6,7,Shannon Elizabeth,0.1650485436893204,1,1,0.16523585330432258,0.330284396993643,True
6,8,Cristian de la Fuente,0.2134831460674157,0,0,0.19067376320736953,0.4041569092747852,True
6,8,Jason Taylor,0.1947565543071161,1,0,0.2251885034789187,0.4199450577860348,True
6,8,Kristi Yamaguchi,0.2059925093632958,0,0,0.17684521388663163,0.38283772324992743,True
6,8,Mario,0.198501872659176,0,1,0.18154974495518997,0.38005161761436596,True
6,8,Marissa Jaret Winokur,0.1872659176029962,1,0,0.22574277447189017,0.4130086920748864,True
6,9,Cristian de la Fuente,0.2545454545454545,0,0,0.23831122109833028,0.49285667564378477,True
6,9,Jason Taylor,0.25,1,0,0.2724299730686457,0.5224299730686457,True
6,9,Kristi Yamaguchi,0.2590909090909091,0,0,0.23376576655287568,0.49285667564378477,True
6,9,Marissa Jaret Winokur,0.2363636363636363,1,1,0.25549303928014844,0.49185667564378477,True
6,10,Cristian de la Fuente,0.3076923076923077,1,0,0.35214020106997945,0.6598325087622872,True
6,10,Jason Taylor,0.3372781065088757,1,0,0.35431509193166794,0.6915931984405437,True
6,10,Kristi Yamaguchi,0.3550295857988165,0,0,0.29354470699835267,0.6485742927971692,True
7,1,Brooke Burke,0.106060606060606,0,0,0.0944056726012622,0.2004662786618682,True
7,1,Cloris Leachman,0.0692640692640692,1,0,0.09862925678407966,0.16789332604814886,True
7,1,Cody Linley,0.0887445887445887,0,0,0.08079243272157545,0.16953702146616415,True
7,1,Jeffrey Ross,0.0519480519480519,1,1,0.0984329369830558,0.1503809889311077,True
7,1,Kim Kardashian,0.08008658008658,0,0,0.07422690175565945,0.15431348184223945,True
7,1,Lance Bass,0.093073593073593,0,0,0.08419426412058952,0.17726785719418253,True
7,1,Maurice Greene,0.0844155844155844,0,0,0.07738465857182714,0.16180024298741152,True
7,1,Rocco DiSpirito,0.0757575757575757,0,0,0.075623413173532,0.15138098893110769,True
7,1,Susan Lucci,0.08008658008658,0,0,0.07422690175565944,0.15431348184223942,True
7,1,Ted McGinley,0.08008658008658,0,1,0.07029440884452773,0.15038098893110774,True
7,1,Toni Braxton,0.0974025974025974,0,0,0.0875948915502766,0.184997488952874,True
7,1,Warren Sapp,0.093073593073593,0,0,0.08419426113795514,0.17726785421154814,True
7,2,Brooke Burke,0.12,0,0,0.10835903700625987,0.22835903700625987,True
7,2,Cloris Leachman,0.075,1,0,0.11731852933100109,0.19231852933100108,True
7,2,Cody Linley,0.105,0,0,0.09495991217431705,0.19995991217431705,True
7,2,Kim Kardashian,0.085,0,1,0.0815591584356845,0.1665591584356845,True
7,2,Lance Bass,0.1,0,0,0.09344878068765346,0.19344878068765348,True
7,2,Maurice Greene,0.095,0,0,0.0882519904554425,0.1832519904554425,True
7,2,Rocco DiSpirito,0.08,1,0,0.11598341223927627,0.1959834122392763,True
7,2,Susan Lucci,0.105,0,0,0.09253702577995948,0.19753702577995946,True
7,2,Toni Braxton,0.115,0,0,0.10303166978961192,0.21803166978961191,True
7,2,Warren Sapp,0.12,0,0,0.104550484100794,0.22455048410079398,True
